reconciliation_id,order_id,transaction_id,reconciled_amount,reconciliation_date,status
1273,1273,e0b25346-dbf7-4786-9b83-98253c7623a0,2860.01,2025-09-27,Pending
1274,1274,d1a43f0f-2aff-4e17-b7d3-c4e7acfdced2,4872.43,2025-04-20,Matched
1275,1275,19ab8d4b-6399-4ef3-92de-b28d8354c7e1,2059.86,2025-04-12,Matched
1276,1276,75179879-728f-4aa4-9e39-6491f6c9f6e9,4611.46,2025-07-16,Pending
1277,1277,4dc9df69-3342-45e8-8337-96a2e3b5ff8b,3105.23,2025-05-04,Unmatched
1278,1278,ade62861-7d18-461c-b4ac-097cdc9dae00,190.3,2025-08-19,Pending
1279,1279,c4dca52a-7b68-4044-a6f8-7b8db00da1c1,1531.03,2025-09-03,Unmatched
1280,1280,84b6dec5-01fc-46c9-90c6-4433523266ce,3278.21,2025-04-20,Matched
1281,1281,490a3cc6-116e-41ca-93f1-1510fda1ab37,4464.16,2025-06-06,Pending
1282,1282,68c41302-c9ee-4c6e-998e-c3f5af47adf9,2965.21,2025-10-02,Pending
1283,1283,320511c6-59f6-4387-acf0-ffa9ddf42666,1445.46,2025-06-24,Pending
1284,1284,ddc4dbc6-47e6-411b-86bc-d0ad687747e0,4609.86,2025-04-17,Matched
1285,1285,170ce885-2b92-493f-b156-f4c007da3005,1402.04,2025-04-16,Unmatched
1286,1286,d42a6d12-4674-4b92-b9ee-b634d98d8b05,3949.11,2025-05-06,Pending
1287,1287,80f3b3bb-de66-427e-a625-81e5120a7c9c,2694.87,2025-06-02,Matched
1288,1288,1fa6adad-0286-4055-ab21-4596111ceab1,4046.37,2025-08-30,Pending
1289,1289,dc12edc6-cf36-4061-b5b6-a81718ae4f6b,4106.1,2025-07-20,Unmatched
1290,1290,965c4c76-a95a-4665-9210-ffe98b13d99d,1575.96,2025-09-02,Matched
1291,1291,e0e6efc2-49e9-4597-a103-e4ee3da80947,1478.14,2025-04-11,Matched
1292,1292,cc2f9ff2-6514-43d7-a48b-3abd14d15c86,754.72,2025-09-05,Unmatched
1293,1293,2fa7ec8b-589c-4437-86e8-edcda9a99948,3131.66,2025-05-05,Matched
1294,1294,5cdade3a-853f-4e19-ab0e-2787e41a7d4c,4843.38,2025-06-10,Unmatched
1295,1295,f4ba8cd2-9b6b-49ef-b5f2-8edc8c1e4396,1057.72,2025-05-28,Matched
1296,1296,f8085749-8f7d-4168-a922-e54858992e63,4840.11,2025-09-28,Pending
1297,1297,d3d6987c-6479-42c2-99f8-d03ec5acd543,4813.69,2025-05-15,Matched
1298,1298,3578c59d-b75a-4a18-97e9-d9406d8678b6,3294.16,2025-09-07,Unmatched
1299,1299,ab29ea90-8225-48b9-a983-11002692e595,1373.27,2025-08-15,Pending
1300,1300,34efd340-01dc-4374-9f7a-f5777e260d95,1135.93,2025-07-23,Matched
1301,1301,2b162a5d-462b-48ec-a05c-7d2322d6acbe,1171.16,2025-04-22,Unmatched
1302,1302,dbff8174-b945-46f4-8069-b8d0fd3766e3,4020.6,2025-06-18,Unmatched
1303,1303,c7e9d8e9-f813-42c1-8e7a-d04e1522dd05,3970.84,2025-07-02,Pending
1304,1304,7bfe5fd0-4f77-4d79-80a5-b730bdf6816f,3572.69,2025-09-19,Matched
1305,1305,6a930b8f-b83f-413f-80d1-5311ee6941b8,4153.94,2025-04-30,Matched
1306,1306,f1908dcf-4f5b-4afa-8138-668d43f9623d,2874.09,2025-05-05,Pending
1307,1307,6a1940c7-55d7-4af1-83d0-e458e0b133f0,478.94,2025-06-02,Unmatched
1308,1308,2a0686b0-5b14-4dba-a273-79c50b6eaa09,3776.7,2025-07-11,Pending
1309,1309,36102746-3d61-4601-8ee5-5b1504070607,2090.19,2025-07-13,Unmatched
1310,1310,1e63b9d7-ccb7-48c7-969b-663a082220ed,2201.95,2025-05-17,Matched
1311,1311,5df20e45-fdb3-403e-9f1c-5d81c196dce1,3675.78,2025-07-20,Matched
1312,1312,1d8cb35f-3619-408f-9982-9c3654cf266d,3834.6,2025-09-21,Matched
1313,1313,21ffa0c2-1361-4f53-8dbc-132c222dccec,1729.29,2025-06-02,Matched
1314,1314,a5be0552-5816-4412-9b37-35decb743831,3412.76,2025-08-09,Pending
1315,1315,b812ffb3-3cfa-4163-aaf4-d006d1e7f617,2445.24,2025-09-06,Pending
1316,1316,618e1c68-bf1c-4fca-8d80-938efd6e0c45,1036.38,2025-09-19,Unmatched
1317,1317,348e3b5c-40d4-48fd-896a-a2d46b19cff3,3729.3,2025-04-29,Unmatched
1318,1318,832e1eb2-926a-4951-989f-c0301ec9f059,1477.76,2025-08-04,Unmatched
1319,1319,405d2b6a-b936-4462-a3f9-f3180c9ce9a2,3122.86,2025-04-23,Pending
1320,1320,7047e512-7956-4161-b44f-05f7cded0464,2789.07,2025-09-11,Matched
1321,1321,c9e967d5-087d-4b0f-a2f9-60fc242608bf,1213.98,2025-09-22,Matched
1322,1322,0bb310eb-3e79-4878-b055-b05b83ad5af4,512.22,2025-04-11,Matched
1323,1323,6b1d64e2-970f-4ac8-b503-bc22829b1429,2981.62,2025-09-29,Matched
1324,1324,78bc7dbc-9ce1-4ba7-b466-03e3133d0a4b,1212.35,2025-04-29,Matched
1325,1325,993c2875-0116-4d01-b8a8-cb7aa1707bdd,2275.05,2025-06-20,Pending
1326,1326,79b0db08-11c9-41f7-abe6-cdcaaeca09fd,1878.57,2025-10-03,Unmatched
1327,1327,0bc4df15-e052-43be-8aea-0d78af71e410,891.15,2025-08-02,Unmatched
1328,1328,9bec6990-7adc-49d6-bec2-34b27741709d,3173.86,2025-08-11,Matched
1329,1329,706c08ff-9a6e-4f3a-abeb-bdc5707b266a,4192.28,2025-09-09,Pending
1330,1330,e5cef111-c860-4362-bc7c-8c2825a30c8a,4107.96,2025-07-04,Pending
1331,1331,ed04187e-827b-43ab-8eb4-a1a21c685294,1591.91,2025-06-22,Matched
1332,1332,40520d8e-7bac-4574-8dd2-7cdcc10184da,1068.58,2025-08-12,Unmatched
1333,1333,a035ad4c-a398-449c-92b7-c688b4238ab1,4482.56,2025-08-07,Unmatched
1334,1334,24a32c1a-5509-4541-944b-3c988027a998,1752.63,2025-07-27,Unmatched
1335,1335,1d95d121-1245-4cff-b976-0cd3e90c6b1b,1959.21,2025-10-07,Unmatched
1336,1336,28463955-f602-4db2-91f1-14518e33aeac,351.46,2025-04-28,Matched
1337,1337,da517b1e-d308-4671-826b-aa631129d498,4075.15,2025-08-28,Pending
1338,1338,579534d5-bcaf-4c5a-9d32-073b9a782af7,4185.31,2025-05-16,Pending
1339,1339,f89fdd34-5576-4fb0-a23e-86785a395135,3343.83,2025-07-24,Matched
1340,1340,7ddf83d1-ef63-4cbd-8a7b-45d91237eb29,3449.91,2025-06-16,Pending
1341,1341,dc936182-a61f-4b3f-a419-1dd91f1aef64,1020.09,2025-08-21,Matched
1342,1342,c4e28c31-1312-436c-8edf-714c5401efe8,4703.51,2025-05-18,Pending
1343,1343,ee1dedc4-0781-439f-9496-f081a514ba95,3224.31,2025-04-26,Pending
1344,1344,e4eb9022-439e-409f-8ceb-55ba098bcd6e,3276.04,2025-06-26,Unmatched
1345,1345,5d816e2f-3668-413c-bc02-e615c6d2accc,3252.94,2025-08-09,Unmatched
1346,1346,6f93de80-ee3e-4811-9ebb-da24d47a89ca,4021.46,2025-09-07,Pending
1347,1347,0613c663-349a-46ab-8920-1721d9bfff81,1779.94,2025-09-30,Unmatched
1348,1348,29ba1551-0929-4b87-af11-6e51337e3a6d,1507.82,2025-09-19,Pending
1349,1349,cd7b5289-ce08-4470-9d86-d86631b30ad3,1588.1,2025-08-01,Matched
1350,1350,f1c62183-bde4-45eb-bd37-a328da70fe89,574.59,2025-04-22,Matched
1351,1351,cb6b9ce2-0235-4f6e-96d3-f64aa6f93649,2699.62,2025-07-29,Matched
1352,1352,68febe82-891b-4356-9379-af4147fcdecb,2240.99,2025-06-19,Pending
1353,1353,f806c123-cb49-44c7-ba64-98caf5a69a95,3174.28,2025-07-11,Unmatched
1354,1354,bbaeddd9-5610-4c48-9a51-3f7c042b179a,2161.95,2025-07-18,Matched
1355,1355,c87d7a6a-c15a-4a6e-9c1d-e917ed25d163,3472.24,2025-08-21,Matched
1356,1356,1a1f2e33-f6c2-42cc-b78e-b8e861eb0f52,2784.38,2025-10-04,Pending
1357,1357,a1d911fc-728d-4cca-96e3-c583a8a3d2a7,1474.18,2025-04-16,Pending
1358,1358,99f523ed-c615-4e3f-9b21-b68925aeb8d1,1110.44,2025-10-01,Unmatched
1359,1359,56f48b5b-cc1f-406b-972e-5f7ea1104baa,4778.85,2025-09-05,Matched
1360,1360,07871269-9057-4bdc-9b1c-b69f23e60e2d,2350.3,2025-07-23,Matched
1361,1361,a376eba3-a0fe-488e-a333-a676e5e7b7dd,3898.49,2025-07-23,Unmatched
1362,1362,bdd2ea46-e430-4e3b-b11f-1b8fd2c376a5,4002.46,2025-09-06,Unmatched
1363,1363,724a3b6e-d28d-45c5-a342-011c9c135d76,557.19,2025-06-14,Pending
1364,1364,cab8d037-620e-4228-9e96-1c2610223b42,3716.24,2025-09-04,Pending
1365,1365,c86234e4-a1bc-47df-bd32-c816994f886d,1624.62,2025-04-25,Unmatched
1366,1366,e2e5b2db-59c1-43c8-b702-c32958f86e0f,1298.89,2025-06-17,Matched
1367,1367,4a417df0-f2fc-45f8-8683-3042731c5af9,2646.15,2025-05-22,Matched
1368,1368,d57aceaf-e7c9-4cf1-a666-6cd68926ef65,2516.01,2025-08-26,Unmatched
1369,1369,bb1c7251-1401-4fd5-9aea-75162f03656d,391.44,2025-08-21,Unmatched
1370,1370,c0242666-316e-41f3-8f37-28d3e1797f2a,3148.84,2025-08-31,Unmatched
1371,1371,1e8badb6-8749-4877-b457-631ced3acdbb,934.63,2025-04-22,Pending
1372,1372,e6e478c6-2b26-410a-88d9-89cac50aa4b7,684.55,2025-05-08,Matched
1373,1373,071246b3-70c1-4767-944d-29a87a8905bc,2936.34,2025-09-01,Matched
1374,1374,eece5720-ac8c-4af0-bc13-d7361a7ea1c8,4390.13,2025-10-04,Matched
1375,1375,e4d55d82-9ffc-4474-982a-1af8f47026a4,706.8,2025-06-23,Matched
1376,1376,819e3400-5b5d-404c-83bf-874222ed22b4,3318.07,2025-06-19,Pending
1377,1377,933aba46-e435-43cb-8e32-8a51cbac86b7,2033.58,2025-08-17,Unmatched
1378,1378,0dcfe40f-1f65-427a-b0af-a4b50425a625,1704.7,2025-05-28,Pending
1379,1379,90f1353a-df88-4572-b14c-1b835ecf8f7e,2511.78,2025-04-28,Unmatched
1380,1380,946c2ef0-0cbc-4b48-b471-b0d816dfc28e,1160.07,2025-09-22,Unmatched
1381,1381,897a63a4-607e-4b65-bee7-6d6ea70e22b8,3552.4,2025-10-06,Pending
1382,1382,ce48f7fd-0caa-49df-9606-bdf577c5a65a,1953.93,2025-10-08,Matched
1383,1383,145beca5-7716-444e-804c-8117bc3041b0,3277.48,2025-09-22,Unmatched
1384,1384,c6975400-2ecd-4e90-8c1a-20ad7d569c2f,3560.01,2025-05-22,Pending
1385,1385,21a92c8d-663a-4b73-9c5d-5a1427d2e0e2,3475.42,2025-06-09,Pending
1386,1386,f3ba8d2f-e2de-48bb-9883-5f06d5b14f76,1942.68,2025-04-27,Pending
1387,1387,006dac75-1995-4fcd-9aac-9e5d1676c60a,3267.87,2025-09-04,Pending
1388,1388,9d004665-c49b-4f9d-9c5f-f8b492db6b92,1829.01,2025-04-29,Pending
1389,1389,5a615350-8131-4230-ae59-98d099b0437b,1803.68,2025-04-28,Pending
1390,1390,26d41671-66ff-4a8d-b997-787e29730ed6,3134.12,2025-07-06,Pending
1391,1391,3332b8a0-ea9b-4510-a74e-f08775350fb8,3311.77,2025-08-16,Unmatched
1392,1392,78da9888-1bcf-433f-b76c-cea1795be544,3510.53,2025-06-25,Unmatched
1393,1393,1483c5fd-4eb3-4f84-bbca-470c5d07b8d8,4360.6,2025-09-16,Pending
1394,1394,7d5476b6-8d1c-41d0-b220-f720984b1faf,1978.68,2025-05-13,Pending
1395,1395,24730c7f-07da-43e2-a424-5ea18e0c70dd,131.03,2025-06-26,Pending
1396,1396,7a8a2e8f-078e-46f1-89f1-19bb95549f2e,988.95,2025-04-18,Pending
1397,1397,3b6d9905-c934-4035-9d41-1caab8aa7827,980.24,2025-10-05,Pending
1398,1398,cfc0656d-3374-4f0e-b413-f9510e54e2ff,4116.21,2025-08-15,Pending
1399,1399,f68a9311-ec6d-432b-b7c6-51df95131e71,2315.99,2025-04-23,Pending
1400,1400,e230b27f-a84f-4681-8c5b-aadc620eb6b8,2487.45,2025-10-04,Unmatched
1401,1401,a21c99fe-ee07-4532-a43c-702bd8c5e132,1426.81,2025-09-29,Unmatched
1402,1402,3d4d1736-3fcd-4ae0-8b66-191d368b86e5,3519.59,2025-09-25,Pending
1403,1403,6f47782c-5979-4bf7-8e4a-ffcf3902e3bf,3172.95,2025-04-23,Pending
1404,1404,cd19434b-b224-4015-b721-7c6f784ecdeb,3294.36,2025-08-05,Pending
1405,1405,16b2270b-7d62-474d-9f73-abff9f509cf4,243.6,2025-07-08,Unmatched
1406,1406,286a6ceb-64ff-48fd-a7ef-ee675aa72ba6,3518.82,2025-05-06,Unmatched
1407,1407,427db5c5-4cdb-43aa-a70d-6db09cd61652,2553.69,2025-05-06,Unmatched
1408,1408,fe2ccee2-ecee-4f13-9785-5877a6402627,2327.89,2025-10-07,Unmatched
1409,1409,03abc22f-c64a-45d0-82d6-a0217da801f5,2290.66,2025-04-12,Matched
1410,1410,d6746089-abcf-491b-92cf-82a6ba37e1c5,4870.24,2025-08-12,Matched
1411,1411,1ffc9681-daa6-4661-9cab-c2cde6afc360,3402.93,2025-05-10,Matched
1412,1412,7f7f7611-b20d-493f-ac0e-5473eb43512c,4786.08,2025-05-13,Unmatched
1413,1413,17d82858-5001-4e5e-8db1-1b403dbd849f,2085.49,2025-06-14,Unmatched
1414,1414,62fa4cc1-95d0-474e-b456-72250a508018,4092.89,2025-04-10,Unmatched
1415,1415,fa78c868-3165-4e64-be6d-3620237a20dc,3804.29,2025-06-11,Unmatched
1416,1416,48df12b9-cab2-48fe-a3d1-091b7593d491,1558.19,2025-08-24,Matched
1417,1417,599fedc4-1270-4249-b481-4076ec389ac6,960.86,2025-05-02,Unmatched
1418,1418,f7c6656e-739d-421e-b7c8-4c039ddde6b3,3609.79,2025-06-28,Unmatched
1419,1419,3e97281c-fb42-4139-a06f-a6299ed7ece3,4675.48,2025-04-27,Matched
1420,1420,db24ebf2-eed1-45a2-806c-b646706ce893,1062.53,2025-04-18,Unmatched
1421,1421,0c7ac49f-5518-44ba-b166-663e5b659129,1873.88,2025-05-14,Matched
1422,1422,f9b222ab-58b2-4e2e-aa27-ff707d28c075,4194.2,2025-09-11,Unmatched
1423,1423,cb8074b1-f58f-4c19-9801-10866016f267,3056.0,2025-10-07,Matched
1424,1424,2871f0ba-9633-475e-ad4d-a42d9dd1c057,192.54,2025-07-13,Pending
1425,1425,c1b80c6e-3ab3-47f2-897a-1f01a6e1c425,2895.27,2025-08-13,Unmatched
1426,1426,b62780c3-f9ed-472a-8bdb-671aa7693aee,3776.84,2025-04-19,Pending
1427,1427,6d688af9-f504-4185-a278-76970d022e5f,3191.59,2025-05-13,Pending
1428,1428,12968a4e-5037-4160-a264-038a27a29ea9,3615.21,2025-04-20,Pending
1429,1429,a6794c7f-9af8-4fbd-b609-ba3c0604a916,927.86,2025-09-25,Matched
1430,1430,487e5e9b-7f14-41c8-b13e-dd4cfcd55e8e,386.4,2025-05-23,Pending
1431,1431,dded68e7-07a9-40a9-a7ea-3b2af9075ca7,832.95,2025-10-04,Pending
1432,1432,e84eaa2f-3afb-4597-99fd-ca7efeec3a4f,3396.45,2025-07-06,Unmatched
1433,1433,079910e9-998b-4581-b072-3a1bf0429c03,3785.63,2025-06-08,Unmatched
1434,1434,e67128d1-8dd2-4d39-9850-69b6cda65016,130.56,2025-07-04,Matched
1435,1435,650ea82f-799c-4655-8409-432709979722,4188.7,2025-08-05,Matched
1436,1436,dbe5db66-f720-4b3a-9e0b-73c9ac60e100,1250.31,2025-08-16,Matched
1437,1437,9c923202-2b52-477d-8d00-c0e676b0599e,1459.73,2025-07-19,Matched
1438,1438,696bcdbc-33d1-401e-b2b1-e8d52d72bb89,3505.81,2025-04-17,Unmatched
1439,1439,73b481ef-3d19-444a-969d-792faefc3988,4547.38,2025-06-14,Pending
1440,1440,e0c82a38-22ee-4a93-913d-ed35546a941f,3733.39,2025-10-07,Pending
1441,1441,93e89f96-c5f5-46b2-86e8-79b484264ba8,2496.09,2025-06-19,Unmatched
1442,1442,b8fcb8e3-67bd-404d-b8d4-354645ceccde,2704.98,2025-07-05,Pending
1443,1443,58b79f41-2f95-476e-8eab-e5dc76256cd0,1656.23,2025-09-27,Unmatched
1444,1444,de81d96d-7182-4165-adcc-12e8a1f4bfed,3329.23,2025-09-01,Matched
1445,1445,ac97c7de-78cb-42f6-a10e-23670860fb86,1004.45,2025-07-06,Unmatched
1446,1446,8c21d89d-a575-4025-a6e5-ac55f97291ec,2865.15,2025-07-20,Unmatched
1447,1447,b6ac2a4e-d2ec-490b-939d-602a01d581b9,2038.89,2025-09-01,Matched
1448,1448,47ef7bf8-b834-4514-9657-3bea06ee34e0,419.31,2025-05-04,Matched
1449,1449,74da800a-dcf9-4ab1-b485-f5e589e84fb2,1515.89,2025-05-18,Unmatched
1450,1450,17f8084b-185d-434c-945c-565d3659e683,1857.48,2025-09-29,Unmatched
1451,1451,2753f7e8-880b-4b56-9599-7862ca41f0e8,3577.18,2025-07-06,Pending
1452,1452,6fb2db83-6a3d-4b89-b19e-c7a133908985,1794.4,2025-08-25,Pending
1453,1453,e99c0841-9aeb-4093-a112-a2f15daabac4,4137.49,2025-06-22,Matched
1454,1454,c0b38b1e-7a83-4ddf-ad70-fb431e6423f7,2575.72,2025-07-25,Matched
1455,1455,6a852d9a-0728-43fa-84f7-7fbf3bcffa5f,1223.85,2025-04-10,Unmatched
1456,1456,ab9df619-5b84-4ee6-85cb-e003f774cdae,671.53,2025-09-17,Pending
1457,1457,87b533b9-5798-4e10-9a0e-4a6b6dff2866,2797.77,2025-09-30,Unmatched
1458,1458,66b9cf8f-9db4-4858-a2be-130e1ac57639,3784.08,2025-07-03,Matched
1459,1459,791fa031-0d48-4e37-b6c0-62c8d0d71a19,4451.37,2025-09-09,Pending
1460,1460,c0205661-b679-4734-94f6-0b8f76b38374,751.7,2025-09-10,Pending
1461,1461,944be2da-6317-4dd4-a81a-e04bb1489527,2748.57,2025-06-05,Matched
1462,1462,90c8e9d3-1332-467e-b07c-f19c159faae5,3180.21,2025-06-18,Unmatched
1463,1463,67289d0d-806c-4b8a-8828-e043b50e8189,1675.61,2025-09-11,Matched
1464,1464,018acdd6-93c8-4bf0-880e-6ae0f5b8bdf1,258.2,2025-08-13,Unmatched
1465,1465,2f101d69-7056-489d-a6cf-f83ebb432359,748.69,2025-04-22,Unmatched
1466,1466,12779c97-a0f6-4156-9bcb-cfc596a9a4b9,516.36,2025-06-27,Unmatched
1467,1467,4092f389-f484-4da0-9c57-b29db38d431c,1613.82,2025-09-09,Pending
1468,1468,d9a3532e-591f-4027-af98-bdea451a7143,840.74,2025-07-30,Unmatched
1469,1469,e9a358a7-6407-49d1-9dd7-4fcc151f979f,2219.76,2025-06-15,Pending
1470,1470,92c58bc3-ce90-4554-8168-5b861b6106f4,1469.95,2025-05-06,Pending
1471,1471,99978721-1826-476d-afad-26f632723231,4326.24,2025-07-02,Unmatched
1472,1472,4ea588cf-72f0-4dc6-827d-96adf163895d,4454.06,2025-10-08,Unmatched
1473,1473,2e9bdc12-2cda-480e-9b55-85aa8ebd6b87,3774.59,2025-06-02,Unmatched
1474,1474,ef1f5b48-dd96-4fba-abbf-a21f57bc5b3b,2881.93,2025-05-29,Pending
1475,1475,827c1586-9c60-4a30-b4c5-2f1fefe83b31,4076.12,2025-04-27,Matched
1476,1476,a91d66dd-12c9-4a03-b566-802aaa6cf492,2119.58,2025-05-21,Pending
1477,1477,05f41e42-323e-47ea-9ac9-f82c1642276c,139.29,2025-07-31,Unmatched
1478,1478,61845cd9-75e5-4772-b24d-571c5c2faacb,3087.53,2025-08-26,Pending
1479,1479,bbbb62ce-563f-4f1a-b2c7-8bf6d04641d9,2767.73,2025-08-17,Matched
1480,1480,01ce5b99-9ea2-44f0-b598-af93b153c466,535.97,2025-09-20,Matched
1481,1481,6655d4ef-1d3e-433d-9e9c-ff9e8d25aa9f,1992.06,2025-05-09,Unmatched
1482,1482,b24d7c08-8759-4664-a2c1-772513652edf,3879.55,2025-07-04,Unmatched
1483,1483,2c3634bd-b559-42a7-8fb1-aaa1fdc3c0b4,711.57,2025-10-08,Matched
1484,1484,0e1814fd-f34b-474d-b152-fb60e0db333e,1515.69,2025-08-21,Pending
1485,1485,d4b2b283-2199-45ff-bf8a-de1f0e64aed5,576.08,2025-09-30,Pending
1486,1486,83800a1c-586c-4f4b-b913-6e33f94aadb7,4917.14,2025-05-03,Unmatched
1487,1487,fa4477f3-683e-4f9d-849c-53f0048255ad,3883.28,2025-07-13,Pending
1488,1488,dd79ad36-63a5-4871-b3a7-20ec6f3e8b82,1519.76,2025-06-01,Pending
1489,1489,f848cbc0-eff3-4c69-8bd6-76283990df7e,1261.76,2025-05-13,Matched
1490,1490,c3342f1e-7904-4157-93d8-529d64321607,2621.29,2025-05-30,Matched
1491,1491,13b3ca72-b38a-478d-8983-c99a041a4e63,1479.06,2025-05-28,Matched
1492,1492,542fd6b3-b83b-4289-8c71-cfb7b7e0d68b,3886.3,2025-05-13,Pending
1493,1493,9d01884f-3c30-419f-88e0-5953bfb8aa99,4332.8,2025-09-10,Matched
1494,1494,671a460e-5a54-4f2b-aa06-179931db0762,1569.99,2025-08-15,Matched
1495,1495,c96cbebe-525f-4371-92e1-b464a5f65af6,196.06,2025-07-02,Unmatched
1496,1496,562dc85f-751f-42df-b839-dff05761a333,1703.7,2025-08-21,Pending
1497,1497,ae24845c-f0ff-49af-9dca-dd4f145473c0,4280.58,2025-07-03,Unmatched
1498,1498,94cf103f-31bc-4c8e-974b-3480afe42303,197.54,2025-09-04,Unmatched
1499,1499,3ec40d27-2c0d-4377-9d97-df718789f40a,3531.64,2025-05-22,Pending
1500,1500,78339b20-9664-4c79-98e6-868e767e78a9,1752.82,2025-08-10,Matched
1501,1501,1f554068-420a-4328-955a-c2c92a620ac9,4945.01,2025-05-29,Matched
1502,1502,bc661dde-e5ef-4e32-8d96-cea7469994c7,1545.3,2025-05-08,Matched
1503,1503,919e9272-a5f1-48da-ab14-827231f20e2d,2750.29,2025-08-21,Unmatched
1504,1504,cfda8832-42ae-4511-94e4-80664028ab4d,475.2,2025-08-28,Unmatched
1505,1505,1d68fe91-eb30-40ad-85eb-68536e7f0ba3,804.25,2025-05-06,Unmatched
1506,1506,8c4a1a3c-dc58-4d1a-bae2-d7b7aca52c9f,1526.36,2025-09-26,Pending
1507,1507,0f88eb00-e8eb-4c93-87a2-e6cbe4f8fe0b,2087.04,2025-04-28,Pending
1508,1508,47416f06-6336-4ca6-bc12-62d85262e193,1800.35,2025-05-09,Unmatched
1509,1509,b39cfb48-d1dc-4640-87b4-a6a197d8a9d9,2345.97,2025-05-03,Matched
1510,1510,891b2ef4-8dbf-4450-85f0-62b33a9795ad,566.51,2025-09-02,Matched
1511,1511,c625d3f8-d015-4304-8288-92c1ebd7c4ab,4256.05,2025-06-06,Pending
1512,1512,1361dc65-bd3d-412e-96d6-c53b055f90d9,1776.84,2025-08-14,Matched
1513,1513,796bcc57-6d9c-4e95-8c75-a627a95e3ffb,4132.81,2025-04-18,Unmatched
1514,1514,17bbe858-287b-4e82-9fd4-ff5eeb317b0d,4589.23,2025-08-03,Pending
1515,1515,ca912ae2-7b0f-4b58-9b3a-014d3109fab0,1810.15,2025-06-03,Pending
1516,1516,7c44bad2-f6fb-4f45-bcf1-f5fd936a1f8e,3755.64,2025-06-04,Matched
1517,1517,1aac3b94-87f1-4ee3-890d-b9b877b1d083,2112.45,2025-06-11,Unmatched
1518,1518,76d7c6c7-10c1-48a8-99fd-a07cbebaeb4e,2680.07,2025-06-03,Matched
1519,1519,254a3ff4-ce50-408b-810d-93c2bff152d0,2755.7,2025-09-06,Pending
1520,1520,26f053bc-cb68-4311-981e-3d4ae9164844,4148.01,2025-08-26,Pending
1521,1521,64a6d1b1-ec06-48cb-b520-b9924b6b5514,2772.14,2025-05-13,Matched
1522,1522,7972b1d0-c408-4a1e-b38a-0eb627435a20,1529.25,2025-09-14,Matched
1523,1523,fe3aaaae-504d-43a9-8f5c-629696edc9b4,218.54,2025-04-27,Unmatched
1524,1524,e6bf32f5-9bb9-44fb-a900-58802fadfd04,2340.5,2025-06-02,Matched
1525,1525,f5218463-064a-4f1f-baaf-8da85144c28b,647.7,2025-06-04,Unmatched
1526,1526,e9615c4e-3f7f-4aae-b985-0d2c2d145eba,1713.51,2025-08-19,Matched
1527,1527,ac72020b-aab8-409f-be0f-cce12c5e22c6,387.35,2025-08-22,Matched
1528,1528,54ffbd7c-c2a8-4c91-9dd8-ee7ab3495c78,690.3,2025-10-03,Unmatched
1529,1529,b67743de-cb76-4289-8558-3d0e07352d62,1250.71,2025-05-23,Pending
1530,1530,b525d708-c50a-447f-89f0-ad6d2435bfa2,2747.76,2025-06-14,Pending
1531,1531,1b526791-3e9f-45fa-84b7-25bebe54959c,670.24,2025-07-02,Unmatched
1532,1532,099f9340-b7fd-4e5c-9525-12a5419ba8de,3950.02,2025-07-07,Matched
1533,1533,7e71a7f6-3012-4fda-b880-a4721067458d,177.75,2025-07-07,Matched
1534,1534,facb5e54-1f31-4304-b44b-b92fd7411a81,3130.64,2025-04-26,Pending
1535,1535,7d8de577-252a-41b8-ac9a-612c6bd70692,3905.15,2025-09-26,Matched
1536,1536,8d02b20f-d8e7-472c-9a3a-89e8317bc1b2,583.69,2025-08-09,Matched
1537,1537,1b8d1a20-be9f-4830-b4d6-be198781d2f7,1588.41,2025-06-30,Pending
1538,1538,055a310e-8818-448b-a44b-e813cbaf66a1,1436.88,2025-08-19,Matched
1539,1539,851316f4-47be-496d-b187-c29fa351b38a,1375.34,2025-05-28,Pending
1540,1540,5cc52d32-24cc-4d11-9f67-b2797c5cdf4f,2432.62,2025-05-05,Unmatched
1541,1541,c67df017-0aa5-4e61-8bcb-7553ada9e756,4748.13,2025-06-26,Pending
1542,1542,ff335d6b-9de7-4876-bae8-7f6c9287dd06,2518.53,2025-09-12,Pending
1543,1543,6c74a102-d6dd-40fc-a1b4-b5e906121808,287.98,2025-09-14,Unmatched
1544,1544,e73c2b80-b052-49ed-bc32-ec4a9669e85c,2885.87,2025-07-26,Matched
1545,1545,2cd978e9-c969-4ad6-a238-44282e7d4af0,4246.02,2025-08-08,Pending
1546,1546,818dbb52-fb8e-409a-97df-e232394e100a,4589.86,2025-07-16,Pending
1547,1547,9741d3bc-9f04-4b24-abae-1fa6e6c85673,389.4,2025-08-07,Pending
1548,1548,5872abaa-ac03-4b41-88ec-4ab2acd620bb,775.48,2025-04-11,Pending
1549,1549,9b3a7227-11f3-42ea-a777-5e073bec4666,1631.67,2025-08-21,Matched
1550,1550,4c886419-91d9-4748-a7db-d3ee9bf26043,2227.43,2025-07-08,Unmatched
1551,1551,42bdd790-0bf3-4745-bd83-4f9d4ca390ad,3117.99,2025-05-19,Matched
1552,1552,242260ec-c12f-48b1-b674-a572f97242a3,2237.64,2025-05-04,Matched
1553,1553,4b91994d-e5c6-4aca-9ba9-ec4eae70ce56,1258.89,2025-07-22,Unmatched
1554,1554,caf2ca9c-e666-4d0b-b0b6-e9ddcff1cbe2,3075.26,2025-08-30,Matched
