shipping_id,order_id,shipping_cost,shipping_date,shipping_method
1423,1423,347.56,2025-04-28,Express
1424,1424,136.28,2025-10-06,Standard
1425,1425,218.56,2025-04-20,Standard
1426,1426,499.96,2025-08-01,Overnight
1427,1427,376.35,2025-09-25,Overnight
1428,1428,274.4,2025-09-09,Express
1429,1429,210.07,2025-09-27,Express
1430,1430,133.84,2025-05-02,Overnight
1431,1431,261.43,2025-09-28,Express
1432,1432,139.99,2025-05-15,Standard
1433,1433,177.22,2025-07-16,Express
1434,1434,83.57,2025-07-18,Express
1435,1435,230.86,2025-06-20,Overnight
1436,1436,73.01,2025-06-04,Express
1437,1437,400.85,2025-10-08,Standard
1438,1438,113.71,2025-05-22,Standard
1439,1439,113.49,2025-05-29,Standard
1440,1440,397.91,2025-05-30,Overnight
1441,1441,108.53,2025-07-19,Standard
1442,1442,470.78,2025-08-09,Standard
1443,1443,375.39,2025-09-19,Standard
1444,1444,364.07,2025-09-24,Standard
1445,1445,244.17,2025-05-11,Standard
1446,1446,165.64,2025-09-06,Standard
1447,1447,473.43,2025-04-19,Standard
1448,1448,409.15,2025-09-27,Express
1449,1449,169.87,2025-09-07,Standard
1450,1450,379.39,2025-05-03,Overnight
1451,1451,27.64,2025-07-06,Overnight
1452,1452,453.52,2025-04-21,Standard
1453,1453,119.76,2025-08-18,Standard
1454,1454,244.2,2025-04-27,Overnight
1455,1455,352.77,2025-08-19,Express
1456,1456,270.08,2025-09-14,Overnight
1457,1457,101.56,2025-04-15,Overnight
1458,1458,122.82,2025-09-15,Overnight
1459,1459,444.87,2025-06-14,Express
1460,1460,121.99,2025-09-02,Standard
1461,1461,416.68,2025-04-22,Overnight
1462,1462,48.35,2025-07-16,Overnight
1463,1463,152.38,2025-07-14,Express
1464,1464,394.87,2025-05-30,Express
1465,1465,21.37,2025-08-05,Express
1466,1466,168.49,2025-07-29,Standard
1467,1467,419.78,2025-04-16,Overnight
1468,1468,163.77,2025-04-15,Standard
1469,1469,477.51,2025-06-01,Standard
1470,1470,92.22,2025-08-20,Express
1471,1471,46.06,2025-05-18,Overnight
1472,1472,228.27,2025-06-29,Overnight
1473,1473,414.58,2025-09-22,Express
1474,1474,46.41,2025-05-12,Express
1475,1475,457.13,2025-07-04,Overnight
1476,1476,101.75,2025-10-08,Express
1477,1477,153.26,2025-09-22,Standard
1478,1478,87.32,2025-10-02,Overnight
1479,1479,63.61,2025-05-22,Standard
1480,1480,131.61,2025-06-18,Overnight
1481,1481,327.71,2025-05-12,Express
1482,1482,147.11,2025-07-15,Standard
1483,1483,139.31,2025-04-24,Express
1484,1484,187.62,2025-06-11,Overnight
1485,1485,349.53,2025-06-02,Overnight
1486,1486,397.97,2025-09-15,Overnight
1487,1487,324.2,2025-08-26,Express
1488,1488,461.06,2025-08-17,Express
1489,1489,391.83,2025-05-05,Express
1490,1490,394.53,2025-08-17,Standard
1491,1491,442.17,2025-09-06,Standard
1492,1492,431.21,2025-06-24,Express
1493,1493,118.63,2025-07-23,Standard
1494,1494,123.38,2025-09-25,Express
1495,1495,214.66,2025-06-01,Standard
1496,1496,67.3,2025-05-24,Standard
1497,1497,386.58,2025-07-19,Overnight
1498,1498,463.39,2025-10-05,Express
1499,1499,159.11,2025-06-09,Overnight
1500,1500,88.23,2025-07-29,Express
1501,1501,124.09,2025-05-02,Overnight
1502,1502,145.74,2025-09-10,Standard
1503,1503,363.84,2025-09-29,Express
1504,1504,321.04,2025-08-28,Express
1505,1505,224.03,2025-04-24,Overnight
1506,1506,223.69,2025-06-10,Express
1507,1507,350.62,2025-05-18,Express
1508,1508,280.86,2025-06-24,Express
1509,1509,131.31,2025-05-15,Standard
1510,1510,323.87,2025-05-12,Overnight
1511,1511,358.98,2025-05-23,Overnight
1512,1512,366.04,2025-04-19,Overnight
1513,1513,336.81,2025-08-16,Express
1514,1514,368.72,2025-07-07,Overnight
1515,1515,489.13,2025-05-29,Express
1516,1516,452.75,2025-04-13,Express
1517,1517,387.59,2025-08-28,Standard
1518,1518,243.99,2025-06-22,Express
1519,1519,123.65,2025-07-25,Overnight
1520,1520,262.58,2025-07-18,Standard
1521,1521,118.44,2025-04-23,Express
1522,1522,27.13,2025-06-24,Express
1523,1523,307.8,2025-09-13,Overnight
1524,1524,79.68,2025-09-21,Express
1525,1525,468.59,2025-05-07,Express
1526,1526,278.22,2025-05-21,Express
1527,1527,214.33,2025-08-12,Express
1528,1528,387.1,2025-07-02,Overnight
1529,1529,346.72,2025-07-08,Overnight
1530,1530,473.9,2025-07-07,Standard
1531,1531,366.47,2025-09-23,Overnight
1532,1532,436.17,2025-05-22,Standard
1533,1533,81.62,2025-06-19,Standard
1534,1534,246.89,2025-09-16,Overnight
1535,1535,306.11,2025-06-07,Express
1536,1536,300.21,2025-08-12,Express
1537,1537,311.18,2025-08-04,Standard
1538,1538,392.06,2025-05-21,Overnight
1539,1539,468.93,2025-10-03,Standard
1540,1540,276.26,2025-07-10,Overnight
1541,1541,264.5,2025-06-08,Express
1542,1542,236.02,2025-08-29,Express
1543,1543,91.33,2025-06-15,Overnight
1544,1544,274.33,2025-05-03,Express
1545,1545,140.69,2025-08-27,Overnight
1546,1546,302.4,2025-04-27,Express
1547,1547,347.88,2025-04-16,Express
1548,1548,428.63,2025-08-24,Express
1549,1549,410.62,2025-09-23,Overnight
1550,1550,94.21,2025-05-29,Standard
1551,1551,359.48,2025-07-20,Standard
1552,1552,314.87,2025-06-03,Standard
1553,1553,474.13,2025-06-16,Express
1554,1554,368.89,2025-04-09,Express
1555,1555,121.86,2025-09-20,Standard
1556,1556,125.54,2025-06-28,Standard
1557,1557,185.46,2025-06-22,Express
1558,1558,27.67,2025-05-22,Express
1559,1559,285.09,2025-06-30,Express
1560,1560,332.72,2025-07-26,Express
1561,1561,118.53,2025-09-09,Overnight
1562,1562,205.8,2025-05-24,Standard
1563,1563,148.54,2025-09-29,Standard
1564,1564,444.26,2025-09-03,Express
1565,1565,493.53,2025-08-04,Standard
1566,1566,457.34,2025-05-22,Overnight
1567,1567,143.13,2025-08-17,Overnight
1568,1568,370.97,2025-04-14,Standard
1569,1569,256.44,2025-09-05,Standard
1570,1570,299.88,2025-09-18,Overnight
1571,1571,207.32,2025-08-08,Express
1572,1572,62.9,2025-06-04,Overnight
1573,1573,44.26,2025-04-27,Standard
1574,1574,448.71,2025-05-15,Express
1575,1575,436.18,2025-08-17,Express
1576,1576,228.57,2025-06-30,Standard
1577,1577,108.65,2025-07-16,Overnight
1578,1578,128.51,2025-09-09,Overnight
1579,1579,27.33,2025-08-21,Express
1580,1580,343.5,2025-05-12,Standard
1581,1581,189.14,2025-09-18,Standard
1582,1582,152.85,2025-07-01,Standard
1583,1583,54.66,2025-06-03,Express
1584,1584,46.26,2025-07-02,Overnight
1585,1585,124.05,2025-06-14,Standard
1586,1586,474.52,2025-07-08,Overnight
1587,1587,448.0,2025-05-23,Standard
1588,1588,264.95,2025-06-12,Standard
1589,1589,484.97,2025-08-21,Standard
1590,1590,282.71,2025-04-11,Overnight
1591,1591,392.02,2025-04-25,Express
1592,1592,77.95,2025-07-27,Standard
1593,1593,382.72,2025-04-23,Overnight
1594,1594,208.11,2025-06-02,Standard
1595,1595,285.34,2025-06-06,Express
1596,1596,357.77,2025-07-31,Overnight
1597,1597,247.1,2025-08-30,Overnight
1598,1598,390.67,2025-04-11,Standard
1599,1599,352.37,2025-04-27,Standard
1600,1600,275.04,2025-07-13,Standard
1601,1601,359.24,2025-07-29,Express
1602,1602,395.35,2025-08-25,Express
1603,1603,314.91,2025-07-22,Overnight
1604,1604,197.06,2025-06-28,Express
1605,1605,464.94,2025-07-17,Express
1606,1606,361.92,2025-06-22,Standard
1607,1607,345.56,2025-07-02,Overnight
1608,1608,140.15,2025-04-26,Express
1609,1609,377.88,2025-07-19,Standard
1610,1610,484.69,2025-09-21,Express
1611,1611,492.36,2025-08-14,Standard
1612,1612,105.85,2025-05-27,Overnight
1613,1613,246.0,2025-06-19,Overnight
1614,1614,295.93,2025-06-02,Standard
1615,1615,153.03,2025-09-11,Express
1616,1616,357.64,2025-08-20,Express
1617,1617,140.89,2025-07-12,Standard
1618,1618,446.3,2025-08-31,Standard
1619,1619,123.76,2025-09-15,Standard
1620,1620,177.97,2025-08-05,Standard
1621,1621,45.42,2025-04-25,Express
1622,1622,116.72,2025-04-28,Overnight
1623,1623,179.47,2025-08-10,Overnight
1624,1624,475.48,2025-09-16,Overnight
1625,1625,407.74,2025-07-20,Standard
1626,1626,186.65,2025-08-23,Standard
1627,1627,49.41,2025-07-12,Express
1628,1628,164.82,2025-09-05,Overnight
1629,1629,313.54,2025-10-06,Overnight
1630,1630,254.55,2025-08-28,Standard
1631,1631,361.11,2025-07-22,Overnight
1632,1632,242.44,2025-06-18,Express
1633,1633,297.5,2025-09-05,Standard
1634,1634,461.69,2025-09-06,Express
1635,1635,55.07,2025-08-12,Express
1636,1636,450.92,2025-04-29,Overnight
1637,1637,426.07,2025-04-21,Express
1638,1638,254.2,2025-08-09,Standard
1639,1639,135.65,2025-05-24,Express
1640,1640,39.65,2025-08-09,Standard
1641,1641,336.06,2025-05-02,Express
1642,1642,301.0,2025-06-27,Express
1643,1643,360.72,2025-10-01,Express
1644,1644,146.37,2025-09-18,Overnight
1645,1645,180.41,2025-09-01,Overnight
1646,1646,273.96,2025-07-10,Standard
1647,1647,87.81,2025-06-21,Standard
1648,1648,141.81,2025-08-07,Overnight
1649,1649,128.06,2025-08-14,Express
1650,1650,354.74,2025-04-14,Express
1651,1651,83.32,2025-04-10,Standard
1652,1652,426.19,2025-09-05,Express
1653,1653,439.07,2025-06-09,Overnight
1654,1654,424.43,2025-08-29,Overnight
1655,1655,426.17,2025-07-12,Overnight
1656,1656,438.95,2025-04-28,Standard
1657,1657,161.09,2025-07-09,Express
1658,1658,67.92,2025-09-04,Overnight
1659,1659,214.37,2025-09-12,Overnight
1660,1660,348.11,2025-06-16,Standard
1661,1661,441.55,2025-04-24,Overnight
1662,1662,397.84,2025-04-12,Express
1663,1663,62.7,2025-05-28,Overnight
1664,1664,360.87,2025-07-02,Standard
1665,1665,41.75,2025-09-27,Overnight
1666,1666,157.06,2025-04-23,Standard
1667,1667,205.52,2025-04-28,Overnight
1668,1668,317.53,2025-06-20,Overnight
1669,1669,312.2,2025-05-08,Overnight
1670,1670,363.38,2025-05-04,Standard
1671,1671,344.12,2025-07-31,Express
1672,1672,219.68,2025-06-07,Express
1673,1673,161.55,2025-09-25,Express
1674,1674,466.57,2025-09-03,Overnight
1675,1675,476.29,2025-07-15,Overnight
1676,1676,313.41,2025-07-22,Standard
1677,1677,306.24,2025-06-30,Express
1678,1678,437.74,2025-07-28,Overnight
1679,1679,219.2,2025-07-15,Express
1680,1680,236.59,2025-09-10,Overnight
1681,1681,480.89,2025-05-20,Standard
1682,1682,465.83,2025-08-11,Overnight
1683,1683,330.37,2025-04-29,Overnight
1684,1684,45.74,2025-07-18,Overnight
1685,1685,366.96,2025-06-24,Express
1686,1686,351.17,2025-09-08,Standard
1687,1687,309.35,2025-07-17,Overnight
1688,1688,468.91,2025-08-28,Express
1689,1689,195.78,2025-07-27,Express
1690,1690,47.49,2025-04-13,Overnight
1691,1691,387.8,2025-08-08,Standard
1692,1692,254.87,2025-08-14,Express
1693,1693,354.47,2025-04-15,Express
1694,1694,224.27,2025-04-21,Standard
1695,1695,21.08,2025-09-18,Overnight
1696,1696,330.5,2025-05-27,Express
1697,1697,444.43,2025-07-16,Express
1698,1698,417.38,2025-10-04,Overnight
1699,1699,382.21,2025-08-10,Overnight
1700,1700,238.81,2025-09-21,Standard
1701,1701,422.33,2025-07-23,Overnight
1702,1702,137.73,2025-08-26,Overnight
1703,1703,42.69,2025-09-26,Standard
1704,1704,274.79,2025-06-13,Overnight
1705,1705,427.45,2025-08-06,Overnight
1706,1706,292.14,2025-04-22,Standard
1707,1707,466.3,2025-07-24,Standard
1708,1708,314.85,2025-10-05,Express
1709,1709,423.45,2025-08-05,Overnight
1710,1710,104.99,2025-08-25,Overnight
1711,1711,269.75,2025-09-19,Express
1712,1712,72.48,2025-05-04,Express
1713,1713,479.84,2025-08-09,Overnight
1714,1714,138.13,2025-05-20,Standard
1715,1715,97.49,2025-05-11,Overnight
1716,1716,217.14,2025-04-30,Overnight
1717,1717,30.31,2025-08-28,Express
1718,1718,499.59,2025-05-20,Standard
1719,1719,371.77,2025-08-07,Overnight
1720,1720,91.35,2025-07-21,Overnight
1721,1721,203.17,2025-07-19,Express
1722,1722,265.51,2025-07-10,Overnight
1723,1723,282.8,2025-06-23,Express
1724,1724,227.17,2025-04-28,Overnight
1725,1725,136.32,2025-07-02,Overnight
1726,1726,230.71,2025-04-17,Express
1727,1727,234.02,2025-04-16,Express
1728,1728,495.17,2025-05-30,Standard
1729,1729,185.0,2025-07-06,Express
1730,1730,475.39,2025-07-29,Overnight
1731,1731,462.5,2025-06-20,Standard
1732,1732,424.13,2025-05-07,Standard
1733,1733,108.06,2025-07-31,Standard
1734,1734,174.34,2025-10-04,Overnight
1735,1735,443.18,2025-08-29,Express
1736,1736,330.1,2025-07-15,Express
1737,1737,82.59,2025-04-12,Express
1738,1738,430.06,2025-05-30,Standard
1739,1739,90.49,2025-09-23,Overnight
1740,1740,276.14,2025-09-14,Standard
1741,1741,429.14,2025-06-11,Overnight
1742,1742,42.12,2025-06-01,Overnight
1743,1743,453.05,2025-05-29,Overnight
1744,1744,153.23,2025-04-12,Overnight
1745,1745,240.93,2025-07-23,Standard
1746,1746,103.11,2025-09-11,Express
1747,1747,455.13,2025-07-09,Express
1748,1748,319.58,2025-06-17,Overnight
1749,1749,474.58,2025-06-11,Express
1750,1750,154.83,2025-07-14,Overnight
1751,1751,292.81,2025-09-18,Overnight
1752,1752,467.62,2025-06-20,Standard
1753,1753,125.74,2025-05-21,Express
1754,1754,256.31,2025-07-26,Overnight
1755,1755,285.28,2025-04-12,Standard
1756,1756,387.05,2025-07-22,Overnight
1757,1757,274.66,2025-09-29,Express
1758,1758,76.51,2025-07-21,Express
1759,1759,277.14,2025-05-25,Standard
1760,1760,418.15,2025-08-20,Express
1761,1761,484.29,2025-09-22,Overnight
1762,1762,261.96,2025-04-28,Express
1763,1763,322.86,2025-08-20,Express
1764,1764,469.64,2025-04-19,Standard
1765,1765,182.89,2025-08-09,Standard
1766,1766,105.34,2025-04-24,Express
1767,1767,61.23,2025-09-14,Overnight
1768,1768,127.08,2025-06-14,Overnight
1769,1769,387.23,2025-05-07,Overnight
1770,1770,70.68,2025-09-15,Overnight
1771,1771,318.17,2025-09-22,Overnight
1772,1772,217.06,2025-10-03,Standard
1773,1773,440.98,2025-04-20,Overnight
1774,1774,37.89,2025-09-12,Standard
1775,1775,22.88,2025-10-07,Overnight
1776,1776,499.01,2025-07-16,Express
1777,1777,478.21,2025-10-05,Overnight
1778,1778,158.52,2025-07-27,Standard
1779,1779,296.43,2025-04-21,Standard
1780,1780,290.25,2025-07-28,Standard
1781,1781,357.2,2025-05-02,Standard
1782,1782,141.33,2025-09-13,Express
1783,1783,102.5,2025-08-22,Standard
1784,1784,224.55,2025-05-08,Standard
1785,1785,248.48,2025-08-03,Standard
1786,1786,220.21,2025-04-16,Overnight
1787,1787,339.95,2025-09-29,Overnight
1788,1788,380.29,2025-05-04,Standard
1789,1789,302.35,2025-04-26,Overnight
1790,1790,95.99,2025-08-09,Express
1791,1791,479.07,2025-08-10,Express
1792,1792,222.49,2025-09-19,Express
1793,1793,128.1,2025-07-27,Standard
1794,1794,381.9,2025-05-28,Standard
1795,1795,418.76,2025-09-16,Express
1796,1796,311.53,2025-06-18,Standard
1797,1797,380.67,2025-05-13,Overnight
1798,1798,161.08,2025-09-14,Overnight
1799,1799,205.72,2025-09-15,Express
1800,1800,180.07,2025-06-14,Overnight
1801,1801,370.16,2025-08-03,Overnight
1802,1802,373.18,2025-06-07,Standard
1803,1803,362.15,2025-09-14,Standard
1804,1804,493.96,2025-08-23,Standard
1805,1805,406.58,2025-05-18,Overnight
1806,1806,253.25,2025-10-03,Express
1807,1807,101.2,2025-08-10,Overnight
1808,1808,499.95,2025-09-03,Standard
1809,1809,61.93,2025-05-15,Express
1810,1810,488.41,2025-05-25,Overnight
1811,1811,151.92,2025-07-15,Standard
1812,1812,264.65,2025-09-07,Express
1813,1813,68.59,2025-06-06,Standard
1814,1814,277.24,2025-09-13,Standard
1815,1815,372.11,2025-05-23,Standard
1816,1816,179.76,2025-10-05,Overnight
1817,1817,452.1,2025-09-04,Standard
1818,1818,320.68,2025-04-09,Standard
1819,1819,446.52,2025-10-06,Overnight
1820,1820,457.72,2025-06-12,Overnight
1821,1821,227.1,2025-07-23,Express
1822,1822,245.08,2025-05-29,Standard
1823,1823,314.35,2025-06-18,Overnight
1824,1824,113.34,2025-04-15,Standard
1825,1825,368.44,2025-05-30,Express
1826,1826,449.03,2025-08-05,Express
1827,1827,290.16,2025-05-27,Standard
1828,1828,140.83,2025-05-08,Express
1829,1829,88.53,2025-09-07,Overnight
1830,1830,326.48,2025-06-28,Overnight
1831,1831,96.95,2025-08-02,Overnight
1832,1832,181.12,2025-05-31,Overnight
1833,1833,359.06,2025-08-26,Overnight
1834,1834,109.61,2025-04-25,Overnight
1835,1835,435.32,2025-06-24,Overnight
1836,1836,248.95,2025-06-01,Overnight
1837,1837,112.58,2025-05-09,Standard
1838,1838,183.61,2025-06-25,Overnight
1839,1839,191.34,2025-05-11,Express
1840,1840,354.33,2025-06-09,Overnight
1841,1841,440.73,2025-09-10,Express
1842,1842,187.16,2025-05-07,Express
1843,1843,319.18,2025-06-02,Express
1844,1844,281.97,2025-09-08,Overnight
1845,1845,144.69,2025-05-24,Overnight
1846,1846,485.19,2025-09-28,Standard
1847,1847,110.17,2025-08-30,Overnight
1848,1848,164.14,2025-05-25,Standard
1849,1849,355.85,2025-08-28,Express
1850,1850,60.52,2025-09-18,Standard
1851,1851,372.97,2025-08-23,Express
1852,1852,225.59,2025-08-18,Express
1853,1853,170.16,2025-06-15,Overnight
1854,1854,282.68,2025-08-04,Standard
1855,1855,182.64,2025-05-06,Express
1856,1856,67.4,2025-05-10,Express
1857,1857,109.62,2025-06-10,Express
1858,1858,236.25,2025-07-22,Overnight
1859,1859,199.9,2025-04-24,Standard
1860,1860,173.76,2025-09-15,Standard
1861,1861,397.63,2025-04-09,Overnight
1862,1862,445.52,2025-05-11,Overnight
1863,1863,59.54,2025-05-24,Standard
1864,1864,376.33,2025-08-03,Overnight
1865,1865,447.28,2025-04-13,Overnight
1866,1866,334.83,2025-08-24,Express
1867,1867,332.12,2025-04-12,Standard
1868,1868,249.03,2025-08-18,Standard
1869,1869,285.91,2025-06-22,Standard
1870,1870,478.25,2025-07-28,Overnight
1871,1871,130.26,2025-05-14,Overnight
1872,1872,332.53,2025-05-10,Overnight
1873,1873,424.24,2025-08-18,Express
1874,1874,420.04,2025-07-01,Express
1875,1875,252.9,2025-06-01,Standard
1876,1876,312.76,2025-08-11,Express
1877,1877,237.63,2025-08-27,Overnight
1878,1878,157.77,2025-09-14,Standard
1879,1879,226.25,2025-08-02,Overnight
1880,1880,251.78,2025-06-13,Express
1881,1881,45.16,2025-05-02,Overnight
1882,1882,31.03,2025-06-21,Express
1883,1883,303.72,2025-05-15,Express
1884,1884,371.12,2025-05-24,Overnight
1885,1885,235.72,2025-05-08,Standard
1886,1886,317.41,2025-05-26,Express
1887,1887,80.11,2025-04-10,Overnight
1888,1888,86.88,2025-05-13,Overnight
1889,1889,329.09,2025-09-01,Overnight
1890,1890,87.0,2025-04-19,Express
1891,1891,414.02,2025-06-19,Express
1892,1892,368.7,2025-07-23,Overnight
1893,1893,352.42,2025-08-06,Express
1894,1894,468.06,2025-06-23,Overnight
1895,1895,134.78,2025-06-08,Standard
1896,1896,150.43,2025-05-09,Express
1897,1897,494.26,2025-04-21,Express
1898,1898,278.7,2025-08-14,Standard
1899,1899,30.84,2025-07-13,Standard
1900,1900,446.22,2025-06-28,Express
1901,1901,258.25,2025-08-17,Overnight
1902,1902,176.18,2025-08-15,Standard
1903,1903,152.67,2025-05-13,Express
1904,1904,403.97,2025-06-23,Express
1905,1905,169.58,2025-08-08,Express
1906,1906,266.35,2025-06-26,Standard
1907,1907,213.62,2025-09-05,Express
1908,1908,434.42,2025-06-21,Overnight
1909,1909,336.31,2025-07-14,Overnight
1910,1910,41.25,2025-08-21,Standard
1911,1911,60.89,2025-06-10,Express
1912,1912,477.63,2025-08-02,Express
1913,1913,137.57,2025-09-17,Overnight
1914,1914,445.42,2025-08-27,Overnight
1915,1915,164.36,2025-05-20,Overnight
1916,1916,322.95,2025-05-13,Express
1917,1917,282.11,2025-05-14,Standard
1918,1918,192.05,2025-06-22,Express
1919,1919,140.99,2025-07-27,Standard
1920,1920,60.92,2025-05-04,Standard
1921,1921,129.42,2025-07-25,Standard
1922,1922,462.27,2025-07-23,Standard
1923,1923,351.19,2025-08-24,Standard
1924,1924,424.72,2025-08-03,Standard
1925,1925,58.05,2025-05-24,Standard
1926,1926,303.71,2025-09-26,Standard
1927,1927,226.56,2025-09-26,Express
1928,1928,238.48,2025-08-15,Express
1929,1929,327.69,2025-05-12,Express
1930,1930,22.72,2025-09-16,Standard
1931,1931,364.81,2025-06-05,Overnight
1932,1932,208.69,2025-09-17,Express
1933,1933,46.61,2025-05-06,Standard
1934,1934,45.99,2025-08-25,Express
1935,1935,262.39,2025-08-22,Standard
1936,1936,480.07,2025-07-18,Standard
1937,1937,450.79,2025-09-16,Standard
1938,1938,297.32,2025-04-14,Standard
1939,1939,270.15,2025-05-23,Express
1940,1940,315.33,2025-08-18,Express
1941,1941,396.94,2025-04-23,Overnight
1942,1942,76.41,2025-04-26,Express
1943,1943,299.89,2025-06-14,Standard
1944,1944,495.77,2025-06-08,Standard
1945,1945,66.01,2025-04-14,Express
1946,1946,287.19,2025-09-09,Standard
1947,1947,275.14,2025-05-27,Express
1948,1948,395.85,2025-06-12,Express
1949,1949,53.94,2025-09-30,Overnight
1950,1950,193.35,2025-06-15,Standard
1951,1951,355.4,2025-09-24,Express
1952,1952,416.2,2025-06-04,Standard
1953,1953,336.22,2025-05-16,Standard
1954,1954,159.82,2025-07-15,Express
1955,1955,59.68,2025-06-05,Standard
1956,1956,486.43,2025-08-02,Express
1957,1957,331.7,2025-06-06,Standard
1958,1958,200.71,2025-04-24,Express
1959,1959,219.3,2025-06-30,Overnight
1960,1960,121.42,2025-08-23,Standard
1961,1961,211.96,2025-04-14,Express
1962,1962,363.98,2025-04-29,Express
1963,1963,201.01,2025-04-26,Standard
1964,1964,445.16,2025-07-06,Overnight
1965,1965,351.31,2025-07-17,Standard
1966,1966,137.73,2025-08-24,Express
1967,1967,134.98,2025-05-05,Express
1968,1968,156.64,2025-07-19,Express
1969,1969,183.0,2025-06-03,Overnight
1970,1970,483.27,2025-06-16,Overnight
1971,1971,80.79,2025-09-18,Standard
1972,1972,208.68,2025-07-21,Overnight
1973,1973,270.9,2025-08-26,Express
1974,1974,202.55,2025-07-11,Express
1975,1975,197.31,2025-09-05,Overnight
1976,1976,379.41,2025-08-22,Overnight
1977,1977,440.78,2025-05-18,Overnight
1978,1978,332.16,2025-09-12,Overnight
1979,1979,239.78,2025-06-27,Standard
1980,1980,34.43,2025-06-26,Express
1981,1981,246.53,2025-07-18,Standard
1982,1982,115.35,2025-06-19,Standard
1983,1983,427.25,2025-09-23,Overnight
1984,1984,50.94,2025-10-05,Overnight
1985,1985,261.8,2025-05-09,Express
1986,1986,393.14,2025-04-26,Express
1987,1987,305.7,2025-04-17,Standard
1988,1988,447.88,2025-09-30,Express
1989,1989,365.02,2025-09-17,Standard
1990,1990,62.12,2025-08-08,Standard
1991,1991,479.32,2025-09-13,Standard
1992,1992,384.73,2025-07-27,Express
1993,1993,277.44,2025-07-22,Overnight
1994,1994,163.02,2025-09-19,Standard
1995,1995,107.96,2025-09-18,Overnight
1996,1996,169.17,2025-06-03,Standard
1997,1997,350.73,2025-06-11,Standard
1998,1998,447.09,2025-08-18,Overnight
1999,1999,389.23,2025-05-21,Standard
2000,2000,35.2,2025-09-09,Standard
2001,2001,226.23,2025-09-04,Overnight
2002,2002,392.63,2025-05-01,Standard
2003,2003,190.15,2025-06-19,Express
2004,2004,450.37,2025-09-25,Standard
2005,2005,30.49,2025-09-16,Standard
2006,2006,461.88,2025-07-11,Standard
2007,2007,165.33,2025-07-29,Overnight
2008,2008,47.28,2025-06-16,Overnight
2009,2009,494.47,2025-04-27,Express
2010,2010,54.57,2025-08-28,Standard
2011,2011,118.75,2025-08-14,Standard
2012,2012,456.38,2025-05-06,Express
2013,2013,384.98,2025-07-06,Standard
2014,2014,73.1,2025-04-12,Express
2015,2015,261.19,2025-05-29,Express
2016,2016,175.78,2025-07-20,Standard
2017,2017,23.03,2025-10-07,Express
2018,2018,125.64,2025-08-14,Express
2019,2019,442.85,2025-06-06,Standard
2020,2020,340.88,2025-07-22,Express
2021,2021,223.96,2025-09-06,Standard
2022,2022,117.95,2025-06-08,Express
2023,2023,105.39,2025-08-29,Standard
2024,2024,492.23,2025-06-14,Standard
2025,2025,340.85,2025-07-27,Overnight
2026,2026,52.72,2025-06-26,Overnight
2027,2027,472.78,2025-07-16,Overnight
2028,2028,375.92,2025-07-03,Overnight
2029,2029,103.47,2025-10-05,Overnight
2030,2030,57.89,2025-08-08,Standard
2031,2031,150.47,2025-06-10,Express
2032,2032,495.86,2025-06-03,Standard
2033,2033,411.18,2025-04-28,Express
2034,2034,326.13,2025-06-20,Standard
2035,2035,109.9,2025-09-24,Overnight
2036,2036,50.65,2025-08-07,Overnight
2037,2037,70.51,2025-08-20,Standard
2038,2038,58.43,2025-08-17,Express
2039,2039,221.72,2025-10-02,Express
2040,2040,458.28,2025-09-21,Standard
2041,2041,454.93,2025-06-26,Overnight
2042,2042,422.9,2025-04-23,Standard
2043,2043,343.67,2025-04-12,Express
2044,2044,416.04,2025-08-07,Standard
2045,2045,83.52,2025-07-04,Standard
2046,2046,308.44,2025-10-03,Express
2047,2047,84.43,2025-09-21,Overnight
2048,2048,293.47,2025-06-27,Standard
2049,2049,399.63,2025-08-29,Express
2050,2050,454.9,2025-08-06,Express
2051,2051,148.96,2025-06-21,Standard
2052,2052,435.19,2025-08-14,Standard
2053,2053,403.84,2025-08-04,Standard
2054,2054,299.1,2025-05-12,Express
2055,2055,481.25,2025-07-22,Overnight
2056,2056,475.43,2025-05-12,Express
2057,2057,430.06,2025-10-03,Standard
2058,2058,349.21,2025-10-02,Express
2059,2059,378.31,2025-09-30,Express
2060,2060,210.91,2025-06-02,Standard
2061,2061,138.73,2025-05-15,Overnight
2062,2062,392.52,2025-09-10,Standard
2063,2063,320.35,2025-07-28,Standard
2064,2064,436.9,2025-04-19,Express
2065,2065,288.2,2025-05-14,Standard
2066,2066,312.95,2025-06-21,Overnight
2067,2067,439.62,2025-09-02,Standard
2068,2068,228.6,2025-09-17,Express
2069,2069,44.62,2025-04-14,Standard
2070,2070,350.95,2025-09-24,Express
2071,2071,408.49,2025-05-21,Express
2072,2072,84.53,2025-04-12,Standard
2073,2073,236.06,2025-05-18,Standard
2074,2074,224.66,2025-07-17,Overnight
2075,2075,290.48,2025-06-25,Overnight
2076,2076,188.46,2025-05-13,Standard
2077,2077,439.27,2025-05-28,Overnight
2078,2078,347.65,2025-07-02,Express
2079,2079,197.51,2025-05-05,Express
2080,2080,249.57,2025-09-10,Express
2081,2081,165.82,2025-07-12,Standard
2082,2082,37.77,2025-08-04,Standard
2083,2083,474.55,2025-06-24,Standard
2084,2084,407.49,2025-05-06,Express
2085,2085,266.75,2025-10-06,Express
2086,2086,179.69,2025-08-19,Express
2087,2087,318.72,2025-09-28,Overnight
