order_id,customer_id,order_date,status,payment_status,total_amount,shipping_address_id,payment_method_id
ORD-000594,CUST-0524,2025-02-24,cancelled,paid,3044.65,ADDR-00653,PM-00781
ORD-000595,CUST-0714,2025-07-27,returned,failed,635.05,ADDR-00724,PM-01014
ORD-000596,CUST-1000,2024-01-12,processing,failed,2447.72,ADDR-00664,PM-00492
ORD-000597,CUST-0308,2024-06-10,delivered,failed,2345.44,ADDR-00153,PM-01146
ORD-000598,CUST-0135,2025-01-26,delivered,pending,4891.18,ADDR-00127,PM-00929
ORD-000599,CUST-0321,2023-04-09,processing,pending,7620.52,ADDR-00190,PM-00614
ORD-000600,CUST-0210,2023-02-11,shipped,refunded,4048.73,ADDR-01292,PM-00790
ORD-000601,CUST-0749,2025-03-04,returned,pending,2559.46,ADDR-00615,PM-00117
ORD-000602,CUST-0248,2023-06-26,processing,pending,2038.39,ADDR-00583,PM-00586
ORD-000603,CUST-0792,2024-03-22,shipped,failed,748.60,ADDR-01319,PM-00046
ORD-000604,CUST-0923,2023-02-09,delivered,pending,4858.63,ADDR-00725,PM-00980
ORD-000605,CUST-0837,2024-05-04,returned,failed,4936.11,ADDR-00182,PM-00280
ORD-000606,CUST-0089,2024-07-20,returned,paid,1661.98,ADDR-00234,PM-00418
ORD-000607,CUST-0485,2023-03-12,shipped,pending,5395.22,ADDR-01231,PM-00886
ORD-000608,CUST-0191,2024-05-20,shipped,failed,315.06,ADDR-00264,PM-00238
ORD-000609,CUST-0905,2024-12-13,shipped,paid,2945.43,ADDR-00459,PM-00081
ORD-000610,CUST-0167,2024-09-24,returned,paid,3646.03,ADDR-01139,PM-01117
ORD-000611,CUST-0310,2025-04-08,delivered,pending,5290.10,ADDR-00386,PM-00240
ORD-000612,CUST-0687,2023-08-11,shipped,failed,1282.24,ADDR-00804,PM-01151
ORD-000613,CUST-0240,2025-02-17,cancelled,refunded,5727.39,ADDR-01002,PM-00111
ORD-000614,CUST-0924,2024-07-30,processing,paid,1139.54,ADDR-01037,PM-00982
ORD-000615,CUST-0740,2023-07-30,shipped,paid,7937.48,ADDR-00510,PM-00558
ORD-000616,CUST-0487,2025-02-27,cancelled,failed,1017.69,ADDR-00119,PM-01016
ORD-000617,CUST-0881,2024-10-30,cancelled,pending,4951.95,ADDR-00464,PM-00155
ORD-000618,CUST-0983,2024-10-19,returned,paid,4286.93,ADDR-00191,PM-00113
ORD-000619,CUST-0995,2023-02-01,shipped,refunded,4484.61,ADDR-00422,PM-00124
ORD-000620,CUST-0354,2024-08-31,returned,failed,1082.51,ADDR-00825,PM-00813
ORD-000621,CUST-0141,2025-10-07,shipped,pending,314.31,ADDR-01414,PM-00945
ORD-000622,CUST-0326,2024-06-19,processing,paid,5635.31,ADDR-01188,PM-01015
ORD-000623,CUST-0187,2023-08-10,delivered,pending,1827.85,ADDR-00063,PM-00832
ORD-000624,CUST-0903,2024-12-13,returned,pending,5903.46,ADDR-01277,PM-00351
ORD-000625,CUST-0861,2024-08-14,cancelled,pending,3481.39,ADDR-00292,PM-01075
ORD-000626,CUST-0346,2025-01-30,delivered,failed,308.80,ADDR-00648,PM-00231
ORD-000627,CUST-0978,2024-03-06,processing,pending,4307.93,ADDR-00637,PM-01064
ORD-000628,CUST-0561,2024-12-28,cancelled,pending,4734.25,ADDR-00812,PM-01153
ORD-000629,CUST-0712,2023-08-30,cancelled,failed,6954.19,ADDR-00900,PM-00746
ORD-000630,CUST-0756,2024-05-06,delivered,paid,1675.82,ADDR-00805,PM-00473
ORD-000631,CUST-0234,2023-04-19,cancelled,failed,2361.59,ADDR-00707,PM-00346
ORD-000632,CUST-0526,2023-11-06,processing,paid,1538.44,ADDR-00228,PM-00552
ORD-000633,CUST-0558,2023-04-26,delivered,pending,5232.20,ADDR-01440,PM-00777
ORD-000634,CUST-0940,2023-02-01,shipped,refunded,3973.39,ADDR-00156,PM-00183
ORD-000635,CUST-0350,2023-12-14,delivered,refunded,4081.39,ADDR-00719,PM-00529
ORD-000636,CUST-0389,2024-06-02,delivered,pending,695.97,ADDR-01024,PM-00926
ORD-000637,CUST-0899,2025-03-29,delivered,failed,5941.06,ADDR-00576,PM-00693
ORD-000638,CUST-0008,2025-05-21,processing,paid,1230.71,ADDR-01231,PM-00848
ORD-000639,CUST-0992,2024-06-19,cancelled,refunded,6021.00,ADDR-00547,PM-00258
ORD-000640,CUST-0544,2023-08-26,returned,failed,6717.20,ADDR-01348,PM-00114
ORD-000641,CUST-0734,2024-09-11,returned,paid,1072.93,ADDR-00833,PM-00739
ORD-000642,CUST-0823,2024-12-10,delivered,paid,5505.99,ADDR-00493,PM-00564
ORD-000643,CUST-0035,2023-01-16,cancelled,pending,279.53,ADDR-00998,PM-01169
ORD-000644,CUST-0727,2023-05-08,delivered,pending,2067.53,ADDR-01217,PM-00728
ORD-000645,CUST-0338,2023-10-28,shipped,paid,9669.07,ADDR-01427,PM-00975
ORD-000646,CUST-0513,2023-01-08,processing,paid,3125.10,ADDR-00850,PM-00137
ORD-000647,CUST-0679,2025-03-12,delivered,failed,171.81,ADDR-01199,PM-00378
ORD-000648,CUST-0729,2023-08-06,returned,pending,1674.05,ADDR-00333,PM-00866
ORD-000649,CUST-0736,2023-04-04,processing,paid,609.11,ADDR-00186,PM-00912
ORD-000650,CUST-0730,2024-09-29,delivered,failed,7952.92,ADDR-00919,PM-00830
ORD-000651,CUST-0716,2025-08-01,delivered,pending,115.48,ADDR-01282,PM-00503
ORD-000652,CUST-0909,2025-04-13,returned,pending,777.29,ADDR-01311,PM-00437
ORD-000653,CUST-0731,2024-01-03,cancelled,refunded,190.12,ADDR-01176,PM-01137
ORD-000654,CUST-0425,2025-06-25,delivered,refunded,3695.75,ADDR-00561,PM-00935
ORD-000655,CUST-0747,2025-10-05,processing,refunded,1552.71,ADDR-00077,PM-01069
ORD-000656,CUST-0591,2023-05-04,processing,refunded,2348.88,ADDR-00245,PM-00156
ORD-000657,CUST-0730,2024-10-27,processing,paid,2832.84,ADDR-01194,PM-01034
ORD-000658,CUST-0820,2023-11-07,shipped,failed,4627.24,ADDR-01003,PM-00436
ORD-000659,CUST-0739,2024-11-16,cancelled,failed,2357.05,ADDR-01146,PM-01015
ORD-000660,CUST-0909,2023-05-04,shipped,failed,388.42,ADDR-00497,PM-00354
ORD-000661,CUST-0666,2025-01-14,returned,paid,8217.33,ADDR-01128,PM-00335
ORD-000662,CUST-0419,2024-11-12,cancelled,refunded,1844.03,ADDR-01491,PM-00040
ORD-000663,CUST-0864,2023-07-28,returned,pending,1488.16,ADDR-01170,PM-00740
ORD-000664,CUST-0846,2024-11-15,returned,pending,6160.70,ADDR-00223,PM-00003
ORD-000665,CUST-0831,2023-09-09,cancelled,paid,5401.83,ADDR-01081,PM-01049
ORD-000666,CUST-0038,2024-05-25,processing,pending,1532.81,ADDR-00560,PM-01034
ORD-000667,CUST-0312,2024-07-07,cancelled,refunded,1091.26,ADDR-01402,PM-00361
ORD-000668,CUST-0690,2025-06-03,delivered,failed,862.76,ADDR-00809,PM-00649
ORD-000669,CUST-0694,2023-10-10,processing,pending,183.52,ADDR-01029,PM-00211
ORD-000670,CUST-0592,2023-12-25,processing,paid,2077.93,ADDR-00397,PM-00630
ORD-000671,CUST-0448,2025-09-25,shipped,refunded,2090.98,ADDR-01253,PM-00463
ORD-000672,CUST-0926,2023-09-19,delivered,pending,5767.11,ADDR-00761,PM-00908
ORD-000673,CUST-0778,2023-02-03,cancelled,failed,4742.63,ADDR-00081,PM-00781
ORD-000674,CUST-0151,2024-10-24,shipped,failed,1816.56,ADDR-00953,PM-00819
ORD-000675,CUST-0205,2024-05-08,returned,paid,3999.43,ADDR-00127,PM-00734
ORD-000676,CUST-0505,2024-03-20,shipped,pending,1822.44,ADDR-00529,PM-00266
ORD-000677,CUST-0164,2025-03-02,returned,pending,5650.21,ADDR-00954,PM-00287
ORD-000678,CUST-0213,2023-04-15,processing,pending,6130.96,ADDR-00470,PM-00966
ORD-000679,CUST-0671,2023-08-01,delivered,paid,729.51,ADDR-00419,PM-00913
ORD-000680,CUST-0780,2023-07-21,processing,pending,976.76,ADDR-01093,PM-00576
ORD-000681,CUST-0662,2024-05-13,returned,paid,3161.74,ADDR-00552,PM-00952
ORD-000682,CUST-0728,2024-10-19,delivered,paid,5984.00,ADDR-00978,PM-00863
ORD-000683,CUST-0865,2024-12-23,delivered,failed,1774.64,ADDR-00620,PM-00296
ORD-000684,CUST-0475,2024-09-27,shipped,refunded,604.57,ADDR-00593,PM-00062
ORD-000685,CUST-0462,2023-07-22,returned,refunded,2629.35,ADDR-01070,PM-01085
ORD-000686,CUST-0136,2024-06-22,returned,pending,1621.94,ADDR-01302,PM-01172
ORD-000687,CUST-0622,2024-04-24,returned,pending,483.94,ADDR-01388,PM-00433
ORD-000688,CUST-0097,2024-08-31,returned,failed,5836.57,ADDR-01192,PM-00862
ORD-000689,CUST-0447,2024-03-20,returned,refunded,913.24,ADDR-01307,PM-00076
ORD-000690,CUST-0507,2024-03-03,cancelled,paid,5103.69,ADDR-00610,PM-01164
ORD-000691,CUST-0367,2025-01-11,returned,paid,2361.82,ADDR-01497,PM-00002
ORD-000692,CUST-0878,2024-04-25,cancelled,pending,2009.25,ADDR-00313,PM-00212
ORD-000693,CUST-0694,2024-03-28,delivered,pending,1606.85,ADDR-01174,PM-00850
ORD-000694,CUST-0939,2024-09-02,delivered,paid,6838.32,ADDR-00412,PM-01140
ORD-000695,CUST-0679,2024-10-30,delivered,pending,1110.42,ADDR-00153,PM-00963
ORD-000696,CUST-0154,2025-01-26,processing,paid,4703.86,ADDR-01357,PM-00300
ORD-000697,CUST-0386,2023-08-15,shipped,failed,1708.13,ADDR-00800,PM-00945
ORD-000698,CUST-0748,2023-07-29,delivered,refunded,1136.65,ADDR-00549,PM-01156
ORD-000699,CUST-0006,2025-03-27,processing,paid,751.03,ADDR-00069,PM-00022
ORD-000700,CUST-0994,2025-01-14,processing,refunded,4671.42,ADDR-00426,PM-00316
ORD-000701,CUST-0572,2025-06-26,returned,pending,3005.76,ADDR-01361,PM-00961
ORD-000702,CUST-0442,2025-03-25,processing,paid,2005.32,ADDR-01228,PM-00406
ORD-000703,CUST-0961,2025-02-28,delivered,paid,1127.53,ADDR-00030,PM-00585
ORD-000704,CUST-0429,2024-03-21,returned,failed,4199.18,ADDR-00523,PM-01012
ORD-000705,CUST-0904,2023-02-28,delivered,pending,4805.68,ADDR-01027,PM-01173
ORD-000706,CUST-0941,2025-10-08,processing,pending,5720.78,ADDR-00907,PM-01111
ORD-000707,CUST-0945,2025-02-10,returned,pending,2516.31,ADDR-00912,PM-00561
ORD-000708,CUST-0840,2024-02-17,returned,failed,5272.22,ADDR-01268,PM-00439
ORD-000709,CUST-0246,2023-02-16,returned,refunded,6190.16,ADDR-00575,PM-00806
ORD-000710,CUST-0542,2024-02-20,returned,failed,976.95,ADDR-00363,PM-00230
ORD-000711,CUST-0843,2023-08-29,returned,refunded,4246.06,ADDR-00131,PM-00011
ORD-000712,CUST-0298,2024-01-26,cancelled,paid,442.31,ADDR-00614,PM-00121
ORD-000713,CUST-0471,2024-03-16,returned,paid,2020.17,ADDR-01346,PM-00168
ORD-000714,CUST-0347,2023-02-15,shipped,refunded,14461.97,ADDR-01432,PM-00642
ORD-000715,CUST-0046,2023-02-13,delivered,paid,3256.69,ADDR-00643,PM-01068
ORD-000716,CUST-0426,2025-01-01,cancelled,paid,1343.85,ADDR-00206,PM-00458
ORD-000717,CUST-0347,2025-03-15,cancelled,pending,1103.78,ADDR-01063,PM-00024
ORD-000718,CUST-0877,2023-10-29,delivered,refunded,5467.32,ADDR-00194,PM-01110
ORD-000719,CUST-0766,2025-07-25,processing,failed,3481.14,ADDR-01245,PM-01164
ORD-000720,CUST-0742,2024-01-18,processing,failed,6575.29,ADDR-00689,PM-00248
ORD-000721,CUST-0449,2023-03-25,returned,refunded,3281.34,ADDR-01353,PM-01009
ORD-000722,CUST-0319,2024-09-16,shipped,pending,5601.78,ADDR-01449,PM-00334
ORD-000723,CUST-0941,2025-07-22,processing,refunded,7944.64,ADDR-00172,PM-00315
ORD-000724,CUST-0985,2023-05-19,processing,failed,3097.61,ADDR-00085,PM-00107
ORD-000725,CUST-0535,2024-07-23,delivered,refunded,2634.83,ADDR-00317,PM-00920
ORD-000726,CUST-0070,2024-12-08,shipped,refunded,5946.23,ADDR-00269,PM-00068
ORD-000727,CUST-0380,2025-08-23,processing,refunded,2519.26,ADDR-00652,PM-01005
ORD-000728,CUST-0852,2024-10-20,processing,paid,7031.96,ADDR-00249,PM-00270
ORD-000729,CUST-0201,2023-03-02,shipped,failed,5806.48,ADDR-00732,PM-01196
ORD-000730,CUST-0227,2023-04-28,delivered,failed,5474.16,ADDR-01229,PM-00882
ORD-000731,CUST-0836,2023-04-18,processing,refunded,5125.05,ADDR-01297,PM-00221
ORD-000732,CUST-0353,2023-06-17,processing,paid,9309.70,ADDR-00289,PM-00101
ORD-000733,CUST-0795,2023-04-16,returned,paid,3531.45,ADDR-00519,PM-00523
ORD-000734,CUST-0719,2023-03-19,returned,refunded,1904.12,ADDR-00210,PM-00526
ORD-000735,CUST-0280,2024-03-11,returned,failed,4817.12,ADDR-00540,PM-00575
ORD-000736,CUST-0697,2025-04-11,delivered,paid,1411.90,ADDR-00848,PM-00270
ORD-000737,CUST-0571,2023-08-14,returned,failed,1203.52,ADDR-01171,PM-00084
ORD-000738,CUST-0081,2023-11-09,shipped,paid,2387.73,ADDR-00595,PM-00736
ORD-000739,CUST-0184,2023-11-20,shipped,failed,5446.55,ADDR-00931,PM-00832
ORD-000740,CUST-0200,2023-02-15,processing,refunded,1048.73,ADDR-00586,PM-01015
ORD-000741,CUST-0301,2024-11-19,cancelled,failed,2535.16,ADDR-01193,PM-00030
ORD-000742,CUST-0826,2024-04-01,cancelled,paid,1442.23,ADDR-00248,PM-00800
ORD-000743,CUST-0009,2025-02-25,shipped,failed,3479.18,ADDR-01223,PM-01070
ORD-000744,CUST-0609,2025-07-28,cancelled,refunded,1739.78,ADDR-01333,PM-00095
ORD-000745,CUST-0510,2025-02-02,cancelled,failed,4351.60,ADDR-00092,PM-00324
ORD-000746,CUST-0212,2023-03-30,shipped,failed,997.26,ADDR-00304,PM-00561
ORD-000747,CUST-0848,2025-01-30,cancelled,paid,4375.34,ADDR-00002,PM-01068
ORD-000748,CUST-0317,2024-09-06,cancelled,paid,409.75,ADDR-00927,PM-00369
ORD-000749,CUST-0154,2023-01-09,delivered,pending,2016.25,ADDR-00677,PM-00408
ORD-000750,CUST-0424,2023-01-18,delivered,pending,518.77,ADDR-00591,PM-00306
ORD-000751,CUST-0088,2025-06-23,shipped,failed,3007.65,ADDR-00529,PM-00464
ORD-000752,CUST-0032,2025-04-06,returned,refunded,1606.02,ADDR-01049,PM-00456
ORD-000753,CUST-0651,2024-04-21,cancelled,pending,166.40,ADDR-01412,PM-00623
ORD-000754,CUST-0438,2025-08-10,returned,pending,240.14,ADDR-00468,PM-00190
ORD-000755,CUST-0923,2025-02-02,returned,paid,5626.84,ADDR-01029,PM-00224
ORD-000756,CUST-0883,2023-11-15,shipped,refunded,3332.22,ADDR-00705,PM-00949
ORD-000757,CUST-0371,2024-05-31,cancelled,refunded,10704.22,ADDR-00579,PM-00711
ORD-000758,CUST-0148,2023-07-20,cancelled,pending,2033.26,ADDR-00645,PM-00637
ORD-000759,CUST-0208,2023-12-01,processing,paid,3519.04,ADDR-00955,PM-01079
ORD-000760,CUST-0256,2023-09-15,delivered,failed,6716.13,ADDR-00472,PM-01135
ORD-000761,CUST-0269,2024-03-27,cancelled,refunded,5391.03,ADDR-00892,PM-00778
ORD-000762,CUST-0307,2023-11-25,returned,refunded,577.95,ADDR-00162,PM-00265
ORD-000763,CUST-0701,2025-05-12,shipped,refunded,1514.95,ADDR-01138,PM-00738
ORD-000764,CUST-0098,2024-11-03,processing,refunded,2339.98,ADDR-00606,PM-00169
ORD-000765,CUST-0651,2025-04-18,processing,paid,2842.91,ADDR-00794,PM-00168
ORD-000766,CUST-0808,2025-06-07,returned,refunded,4176.19,ADDR-00627,PM-00722
ORD-000767,CUST-0610,2025-03-25,returned,refunded,3598.98,ADDR-00199,PM-00251
ORD-000768,CUST-0805,2024-08-17,cancelled,pending,1497.47,ADDR-01275,PM-00886
ORD-000769,CUST-0811,2024-10-10,delivered,pending,4144.96,ADDR-00604,PM-00618
ORD-000770,CUST-0834,2024-07-18,cancelled,paid,6586.38,ADDR-01087,PM-01073
ORD-000771,CUST-0728,2025-08-10,shipped,paid,6419.31,ADDR-00751,PM-01173
ORD-000772,CUST-0941,2023-08-13,returned,pending,916.45,ADDR-01006,PM-00591
ORD-000773,CUST-0191,2023-08-23,returned,failed,2721.06,ADDR-00541,PM-01141
ORD-000774,CUST-0462,2023-07-31,processing,failed,4511.93,ADDR-01499,PM-01076
ORD-000775,CUST-0471,2024-04-27,cancelled,failed,585.32,ADDR-00014,PM-00941
ORD-000776,CUST-0781,2023-12-28,cancelled,paid,1475.49,ADDR-00008,PM-00921
ORD-000777,CUST-0563,2025-05-22,shipped,paid,727.61,ADDR-00371,PM-01104
ORD-000778,CUST-0516,2024-03-01,returned,pending,3617.90,ADDR-00985,PM-01138
ORD-000779,CUST-0810,2023-08-09,returned,pending,6671.43,ADDR-00405,PM-00023
ORD-000780,CUST-0679,2025-02-17,processing,refunded,542.76,ADDR-00822,PM-00814
ORD-000781,CUST-0238,2023-04-07,shipped,pending,799.58,ADDR-00517,PM-00542
ORD-000782,CUST-0284,2024-08-15,returned,paid,2416.79,ADDR-00231,PM-01067
ORD-000783,CUST-0268,2023-07-05,processing,paid,563.24,ADDR-00797,PM-00482
ORD-000784,CUST-0725,2023-01-20,delivered,pending,5136.91,ADDR-00771,PM-00517
ORD-000785,CUST-0594,2023-12-25,delivered,failed,99.89,ADDR-01173,PM-00529
ORD-000786,CUST-0773,2023-07-22,processing,pending,9138.85,ADDR-00840,PM-00397
ORD-000787,CUST-0438,2024-06-16,cancelled,refunded,3895.47,ADDR-01000,PM-00750
ORD-000788,CUST-0795,2023-11-13,processing,refunded,9005.06,ADDR-00527,PM-00150
ORD-000789,CUST-0819,2023-11-01,shipped,refunded,2561.72,ADDR-01007,PM-00267
ORD-000790,CUST-0831,2024-05-16,cancelled,paid,815.27,ADDR-00745,PM-00057
ORD-000791,CUST-0109,2023-12-09,delivered,paid,1471.66,ADDR-00631,PM-00580
ORD-000792,CUST-0512,2024-09-25,shipped,paid,1433.31,ADDR-00536,PM-01199
ORD-000793,CUST-0100,2025-03-30,cancelled,failed,2351.52,ADDR-00943,PM-00038
ORD-000794,CUST-0092,2023-12-17,cancelled,pending,2580.57,ADDR-01087,PM-00055
ORD-000795,CUST-0683,2023-08-25,cancelled,refunded,1608.40,ADDR-00372,PM-00075
ORD-000796,CUST-0470,2023-07-05,cancelled,failed,3052.23,ADDR-00459,PM-00356
ORD-000797,CUST-0450,2025-10-01,shipped,failed,3302.33,ADDR-00744,PM-00961
ORD-000798,CUST-0699,2024-03-30,returned,pending,322.12,ADDR-00322,PM-01002
ORD-000799,CUST-0316,2024-11-25,returned,paid,1746.89,ADDR-00956,PM-01023
ORD-000800,CUST-0871,2024-02-28,processing,refunded,5816.14,ADDR-01041,PM-00697
ORD-000801,CUST-0704,2024-07-17,cancelled,paid,2126.97,ADDR-00072,PM-01073
ORD-000802,CUST-0356,2024-05-27,cancelled,refunded,8647.21,ADDR-01211,PM-00601
ORD-000803,CUST-0053,2023-06-22,cancelled,pending,1205.17,ADDR-00308,PM-01004
ORD-000804,CUST-0784,2025-06-14,delivered,refunded,4421.21,ADDR-00541,PM-00686
ORD-000805,CUST-0598,2024-10-10,delivered,refunded,941.78,ADDR-00161,PM-00715
ORD-000806,CUST-0454,2025-07-17,delivered,failed,4657.14,ADDR-01327,PM-00074
ORD-000807,CUST-0508,2023-06-23,returned,paid,6302.67,ADDR-01146,PM-00559
ORD-000808,CUST-0233,2024-10-19,returned,failed,3530.73,ADDR-00682,PM-00056
ORD-000809,CUST-0888,2025-08-22,processing,refunded,1684.33,ADDR-01076,PM-00015
ORD-000810,CUST-0547,2024-01-16,cancelled,pending,3119.77,ADDR-00383,PM-00248
ORD-000811,CUST-0759,2024-06-21,processing,failed,572.56,ADDR-00060,PM-00973
ORD-000812,CUST-0897,2023-10-09,processing,failed,151.46,ADDR-00003,PM-00792
ORD-000813,CUST-0322,2023-04-16,processing,pending,9644.20,ADDR-00835,PM-00740
ORD-000814,CUST-0207,2025-07-01,delivered,refunded,2964.36,ADDR-00957,PM-00576
ORD-000815,CUST-0254,2023-08-12,shipped,refunded,6727.23,ADDR-00403,PM-01169
ORD-000816,CUST-0055,2024-12-26,returned,failed,3801.07,ADDR-00143,PM-00110
ORD-000817,CUST-0547,2023-04-23,returned,failed,570.64,ADDR-00236,PM-00803
ORD-000818,CUST-0473,2024-05-02,returned,refunded,1169.42,ADDR-00415,PM-01062
ORD-000819,CUST-0270,2023-09-15,shipped,failed,2055.76,ADDR-00916,PM-00761
ORD-000820,CUST-0216,2025-05-25,delivered,paid,4035.28,ADDR-00705,PM-00376
ORD-000821,CUST-0414,2025-05-31,returned,refunded,4960.71,ADDR-00685,PM-00887
ORD-000822,CUST-0123,2025-08-22,shipped,pending,4437.66,ADDR-00490,PM-00818
ORD-000823,CUST-0260,2024-01-08,returned,failed,1453.60,ADDR-01377,PM-00210
ORD-000824,CUST-0958,2024-05-27,cancelled,paid,5332.54,ADDR-00685,PM-01035
ORD-000825,CUST-0644,2025-04-01,cancelled,failed,4111.36,ADDR-00244,PM-00062
ORD-000826,CUST-0780,2024-07-04,delivered,refunded,3104.58,ADDR-01088,PM-00551
ORD-000827,CUST-0788,2023-12-26,cancelled,pending,507.92,ADDR-00887,PM-00673
ORD-000828,CUST-0636,2023-05-13,cancelled,pending,397.51,ADDR-01053,PM-00119
ORD-000829,CUST-0839,2024-06-02,shipped,refunded,6138.74,ADDR-00525,PM-00504
ORD-000830,CUST-0640,2024-05-29,delivered,failed,1920.04,ADDR-00548,PM-00086
ORD-000831,CUST-0602,2023-08-09,processing,pending,3233.73,ADDR-00382,PM-00069
ORD-000832,CUST-0866,2024-12-31,delivered,pending,1539.77,ADDR-00867,PM-00111
ORD-000833,CUST-0934,2024-10-26,processing,pending,945.42,ADDR-01244,PM-00824
ORD-000834,CUST-0843,2025-07-01,shipped,pending,803.78,ADDR-00734,PM-00819
ORD-000835,CUST-0031,2024-03-26,returned,paid,4949.68,ADDR-00724,PM-00564
ORD-000836,CUST-0168,2023-01-27,processing,pending,511.28,ADDR-01287,PM-00732
ORD-000837,CUST-0300,2023-05-12,shipped,paid,3829.45,ADDR-01361,PM-01089
ORD-000838,CUST-0130,2025-04-07,processing,failed,1461.91,ADDR-01083,PM-00255
ORD-000839,CUST-0355,2023-11-01,returned,failed,3285.02,ADDR-01452,PM-00919
ORD-000840,CUST-0845,2024-05-12,returned,refunded,6864.25,ADDR-00419,PM-01077
ORD-000841,CUST-0850,2023-04-18,delivered,paid,1201.64,ADDR-01098,PM-00322
ORD-000842,CUST-0892,2023-05-22,cancelled,failed,7104.53,ADDR-00270,PM-00728
ORD-000843,CUST-0479,2024-12-03,cancelled,paid,2197.55,ADDR-00690,PM-00694
ORD-000844,CUST-0434,2025-01-15,returned,failed,1233.52,ADDR-00622,PM-00537
ORD-000845,CUST-0726,2025-02-19,delivered,failed,6170.79,ADDR-01199,PM-00236
ORD-000846,CUST-0262,2023-10-23,cancelled,failed,6523.39,ADDR-00085,PM-00487
ORD-000847,CUST-0361,2024-09-07,shipped,failed,2500.55,ADDR-00682,PM-01042
ORD-000848,CUST-0458,2024-03-25,delivered,failed,4985.25,ADDR-00916,PM-00926
ORD-000849,CUST-0185,2024-01-14,delivered,paid,7146.01,ADDR-00259,PM-00445
ORD-000850,CUST-0255,2024-05-09,returned,refunded,2592.76,ADDR-01261,PM-00079
ORD-000851,CUST-0915,2024-01-08,returned,failed,6198.90,ADDR-01122,PM-00636
ORD-000852,CUST-0866,2025-07-03,processing,refunded,363.50,ADDR-00874,PM-00272
ORD-000853,CUST-0675,2025-05-15,cancelled,paid,2825.92,ADDR-00316,PM-00676
ORD-000854,CUST-0953,2023-06-22,cancelled,refunded,3851.28,ADDR-00915,PM-00540
ORD-000855,CUST-0159,2025-07-22,shipped,refunded,385.39,ADDR-00303,PM-00989
ORD-000856,CUST-0837,2024-01-12,processing,pending,403.40,ADDR-00566,PM-00212
ORD-000857,CUST-0290,2025-09-10,delivered,failed,2845.46,ADDR-01139,PM-00493
ORD-000858,CUST-0373,2025-08-03,cancelled,pending,5173.81,ADDR-00252,PM-00869
ORD-000859,CUST-0056,2024-07-27,returned,failed,9423.86,ADDR-00016,PM-00618
ORD-000860,CUST-0082,2024-04-30,processing,failed,2756.84,ADDR-00676,PM-00966
ORD-000861,CUST-0238,2023-08-17,cancelled,refunded,6327.92,ADDR-00095,PM-00497
ORD-000862,CUST-0560,2023-12-25,processing,paid,3422.42,ADDR-00069,PM-00755
ORD-000863,CUST-0081,2023-04-06,processing,failed,2419.90,ADDR-00420,PM-00355
ORD-000864,CUST-0626,2024-12-26,shipped,pending,7313.18,ADDR-01450,PM-00445
ORD-000865,CUST-0682,2024-11-16,shipped,refunded,8197.82,ADDR-01063,PM-00348
ORD-000866,CUST-0291,2025-09-02,cancelled,paid,2588.97,ADDR-00845,PM-00928
ORD-000867,CUST-0824,2023-05-19,processing,pending,7071.35,ADDR-00613,PM-01050
ORD-000868,CUST-0493,2023-10-12,shipped,refunded,4216.97,ADDR-00629,PM-00563
ORD-000869,CUST-0614,2025-04-20,cancelled,refunded,3482.26,ADDR-00491,PM-00906
ORD-000870,CUST-0563,2024-04-30,cancelled,failed,5816.25,ADDR-00559,PM-01161
ORD-000871,CUST-0091,2023-11-10,delivered,refunded,9429.21,ADDR-01249,PM-00445
ORD-000872,CUST-0448,2024-02-18,delivered,pending,3245.41,ADDR-00402,PM-00572
ORD-000873,CUST-0598,2025-02-16,processing,refunded,4834.60,ADDR-00550,PM-00796
ORD-000874,CUST-0919,2023-05-05,returned,pending,3313.10,ADDR-00285,PM-01181
ORD-000875,CUST-0574,2024-05-17,shipped,pending,1697.32,ADDR-00108,PM-00464
ORD-000876,CUST-0793,2023-10-04,processing,refunded,4353.12,ADDR-01384,PM-00132
ORD-000877,CUST-0724,2025-06-23,returned,failed,1225.68,ADDR-01016,PM-01027
ORD-000878,CUST-0336,2024-08-21,cancelled,failed,6304.70,ADDR-01384,PM-00921
ORD-000879,CUST-0576,2024-11-24,processing,paid,860.71,ADDR-00723,PM-00691
ORD-000880,CUST-0653,2025-02-05,cancelled,refunded,4566.56,ADDR-00535,PM-00524
ORD-000881,CUST-0038,2024-01-12,cancelled,paid,2378.62,ADDR-00523,PM-00890
ORD-000882,CUST-0182,2023-02-13,processing,failed,4965.88,ADDR-00310,PM-00180
ORD-000883,CUST-0256,2023-11-30,processing,paid,621.78,ADDR-01171,PM-01081
ORD-000884,CUST-0419,2024-01-19,processing,pending,6146.35,ADDR-00459,PM-00649
ORD-000885,CUST-0935,2023-07-10,shipped,refunded,6245.75,ADDR-00867,PM-00842
ORD-000886,CUST-0709,2025-01-03,processing,failed,96.27,ADDR-00264,PM-00425
ORD-000887,CUST-0943,2025-10-02,returned,paid,29.12,ADDR-01006,PM-00089
ORD-000888,CUST-0542,2023-10-01,delivered,refunded,8563.90,ADDR-01341,PM-00606
ORD-000889,CUST-0342,2025-05-17,shipped,refunded,625.75,ADDR-00039,PM-00370
ORD-000890,CUST-0116,2025-04-01,delivered,pending,3295.06,ADDR-00649,PM-01032
ORD-000891,CUST-0919,2025-01-29,delivered,paid,5763.13,ADDR-00453,PM-00083
