order_item_id,order_id,product_id,quantity,subtotal
OI-0001009,ORD-000569,PROD-0464,4,1110.52
OI-0001010,ORD-000570,PROD-0206,4,3123.36
OI-0001011,ORD-000571,PROD-0438,5,5610.20
OI-0001012,ORD-000572,PROD-0196,4,179.48
OI-0001013,ORD-000572,PROD-0300,1,611.26
OI-0001014,ORD-000573,PROD-0090,5,2978.90
OI-0001015,ORD-000573,PROD-0257,2,481.48
OI-0001016,ORD-000574,PROD-0125,1,222.30
OI-0001017,ORD-000575,PROD-0082,1,507.43
OI-0001018,ORD-000576,PROD-0476,4,1608.00
OI-0001019,ORD-000576,PROD-0280,4,884.44
OI-0001020,ORD-000577,PROD-0379,4,2962.92
OI-0001021,ORD-000577,PROD-0015,2,1974.10
OI-0001022,ORD-000578,PROD-0225,1,660.29
OI-0001023,ORD-000578,PROD-0490,1,401.26
OI-0001024,ORD-000578,PROD-0209,2,1746.58
OI-0001025,ORD-000579,PROD-0387,3,48.21
OI-0001026,ORD-000579,PROD-0246,2,28.38
OI-0001027,ORD-000579,PROD-0176,4,496.64
OI-0001028,ORD-000580,PROD-0170,2,2397.38
OI-0001029,ORD-000581,PROD-0398,4,1075.64
OI-0001030,ORD-000581,PROD-0113,2,1842.88
OI-0001031,ORD-000581,PROD-0088,5,905.45
OI-0001032,ORD-000582,PROD-0022,2,283.78
OI-0001033,ORD-000582,PROD-0170,3,3596.07
OI-0001034,ORD-000583,PROD-0235,1,444.24
OI-0001035,ORD-000583,PROD-0151,1,1131.50
OI-0001036,ORD-000583,PROD-0054,4,4492.80
OI-0001037,ORD-000584,PROD-0443,3,136.26
OI-0001038,ORD-000584,PROD-0205,4,1078.12
OI-0001039,ORD-000585,PROD-0495,3,1883.19
OI-0001040,ORD-000586,PROD-0365,2,1513.38
OI-0001041,ORD-000587,PROD-0239,4,2727.00
OI-0001042,ORD-000588,PROD-0299,5,3994.60
OI-0001043,ORD-000588,PROD-0347,3,3113.04
OI-0001044,ORD-000588,PROD-0491,2,1230.52
OI-0001045,ORD-000589,PROD-0106,1,1088.78
OI-0001046,ORD-000589,PROD-0044,2,1160.44
OI-0001047,ORD-000590,PROD-0485,5,2553.20
OI-0001048,ORD-000591,PROD-0218,5,812.50
OI-0001049,ORD-000592,PROD-0485,1,510.64
OI-0001050,ORD-000592,PROD-0188,2,724.98
OI-0001051,ORD-000593,PROD-0326,4,2649.00
OI-0001052,ORD-000594,PROD-0221,5,3035.45
OI-0001053,ORD-000595,PROD-0176,5,620.80
OI-0001054,ORD-000596,PROD-0199,2,2322.04
OI-0001055,ORD-000596,PROD-0289,1,114.60
OI-0001056,ORD-000597,PROD-0177,2,2328.20
OI-0001057,ORD-000598,PROD-0397,5,1883.10
OI-0001058,ORD-000598,PROD-0331,5,2479.50
OI-0001059,ORD-000598,PROD-0084,1,518.72
OI-0001060,ORD-000599,PROD-0192,4,4372.76
OI-0001061,ORD-000599,PROD-0152,3,3203.58
OI-0001062,ORD-000599,PROD-0164,2,42.68
OI-0001063,ORD-000600,PROD-0452,3,2358.63
OI-0001064,ORD-000600,PROD-0238,2,1689.46
OI-0001065,ORD-000601,PROD-0374,3,2542.38
OI-0001066,ORD-000602,PROD-0360,2,2023.82
OI-0001067,ORD-000603,PROD-0047,2,379.96
OI-0001068,ORD-000603,PROD-0409,1,348.07
OI-0001069,ORD-000604,PROD-0299,5,3994.60
OI-0001070,ORD-000604,PROD-0032,1,856.97
OI-0001071,ORD-000605,PROD-0336,2,608.94
OI-0001072,ORD-000605,PROD-0463,2,2325.72
OI-0001073,ORD-000605,PROD-0167,3,1991.28
OI-0001074,ORD-000606,PROD-0380,2,1534.68
OI-0001075,ORD-000606,PROD-0135,5,109.55
OI-0001076,ORD-000607,PROD-0457,4,4318.72
OI-0001077,ORD-000607,PROD-0219,5,1066.10
OI-0001078,ORD-000608,PROD-0078,1,7.02
OI-0001079,ORD-000608,PROD-0396,2,292.56
OI-0001080,ORD-000609,PROD-0304,3,2931.42
OI-0001081,ORD-000610,PROD-0365,1,756.69
OI-0001082,ORD-000610,PROD-0297,4,2872.40
OI-0001083,ORD-000611,PROD-0056,5,2232.90
OI-0001084,ORD-000611,PROD-0445,5,79.60
OI-0001085,ORD-000611,PROD-0019,5,2973.75
OI-0001086,ORD-000612,PROD-0357,2,485.74
OI-0001087,ORD-000612,PROD-0049,4,772.52
OI-0001088,ORD-000613,PROD-0499,1,757.56
OI-0001089,ORD-000613,PROD-0467,4,3555.56
OI-0001090,ORD-000613,PROD-0044,1,580.22
OI-0001091,ORD-000613,PROD-0440,2,816.78
OI-0001092,ORD-000614,PROD-0165,1,1136.74
OI-0001093,ORD-000615,PROD-0135,5,109.55
OI-0001094,ORD-000615,PROD-0189,4,972.24
OI-0001095,ORD-000615,PROD-0015,4,3948.20
OI-0001096,ORD-000615,PROD-0040,3,2885.13
OI-0001097,ORD-000616,PROD-0385,2,1008.74
OI-0001098,ORD-000617,PROD-0388,2,2373.94
OI-0001099,ORD-000617,PROD-0061,4,1220.36
OI-0001100,ORD-000617,PROD-0014,2,1341.10
OI-0001101,ORD-000618,PROD-0456,4,4262.52
OI-0001102,ORD-000619,PROD-0446,4,4484.04
OI-0001103,ORD-000620,PROD-0310,2,1060.98
OI-0001104,ORD-000621,PROD-0253,1,295.76
OI-0001105,ORD-000622,PROD-0034,3,839.97
OI-0001106,ORD-000622,PROD-0336,1,304.47
OI-0001107,ORD-000622,PROD-0287,4,4485.92
OI-0001108,ORD-000623,PROD-0274,4,1820.52
OI-0001109,ORD-000624,PROD-0172,5,5885.15
OI-0001110,ORD-000625,PROD-0167,5,3318.80
OI-0001111,ORD-000625,PROD-0430,2,104.52
OI-0001112,ORD-000625,PROD-0352,3,44.31
OI-0001113,ORD-000626,PROD-0394,1,286.45
OI-0001114,ORD-000627,PROD-0399,2,902.96
OI-0001115,ORD-000627,PROD-0220,4,323.80
OI-0001116,ORD-000627,PROD-0278,5,3058.45
OI-0001117,ORD-000628,PROD-0099,2,1698.34
OI-0001118,ORD-000628,PROD-0488,2,2195.42
OI-0001119,ORD-000628,PROD-0273,1,839.68
OI-0001120,ORD-000629,PROD-0212,4,4330.12
OI-0001121,ORD-000629,PROD-0461,3,2611.14
OI-0001122,ORD-000630,PROD-0046,2,1674.86
OI-0001123,ORD-000631,PROD-0247,4,1403.56
OI-0001124,ORD-000631,PROD-0020,1,951.53
OI-0001125,ORD-000632,PROD-0041,3,1527.45
OI-0001126,ORD-000633,PROD-0038,4,3169.92
OI-0001127,ORD-000633,PROD-0276,4,1749.52
OI-0001128,ORD-000633,PROD-0061,1,305.09
OI-0001129,ORD-000634,PROD-0086,4,3169.32
OI-0001130,ORD-000634,PROD-0384,1,784.50
OI-0001131,ORD-000635,PROD-0204,5,4057.15
OI-0001132,ORD-000636,PROD-0137,1,691.01
OI-0001133,ORD-000637,PROD-0182,4,2140.80
OI-0001134,ORD-000637,PROD-0404,4,2807.44
OI-0001135,ORD-000637,PROD-0015,1,987.05
OI-0001136,ORD-000638,PROD-0071,2,924.28
OI-0001137,ORD-000638,PROD-0255,2,282.52
OI-0001138,ORD-000639,PROD-0334,4,4373.20
OI-0001139,ORD-000639,PROD-0381,2,1638.04
OI-0001140,ORD-000640,PROD-0167,4,2655.04
OI-0001141,ORD-000640,PROD-0011,5,3823.20
OI-0001142,ORD-000640,PROD-0100,3,238.23
OI-0001143,ORD-000641,PROD-0059,1,1068.21
OI-0001144,ORD-000642,PROD-0322,3,1402.35
OI-0001145,ORD-000642,PROD-0288,3,2750.76
OI-0001146,ORD-000642,PROD-0097,4,1332.56
OI-0001147,ORD-000643,PROD-0339,5,271.15
OI-0001148,ORD-000644,PROD-0314,4,2056.84
OI-0001149,ORD-000645,PROD-0358,3,2573.22
OI-0001150,ORD-000645,PROD-0433,4,4391.04
OI-0001151,ORD-000645,PROD-0067,4,2696.24
OI-0001152,ORD-000646,PROD-0229,2,1029.96
OI-0001153,ORD-000646,PROD-0139,3,2083.62
OI-0001154,ORD-000647,PROD-0346,1,151.41
OI-0001155,ORD-000648,PROD-0375,5,1658.90
OI-0001156,ORD-000649,PROD-0285,1,605.97
OI-0001157,ORD-000650,PROD-0378,2,1988.80
OI-0001158,ORD-000650,PROD-0021,3,1911.87
OI-0001159,ORD-000650,PROD-0448,5,127.45
OI-0001160,ORD-000650,PROD-0155,5,3917.75
OI-0001161,ORD-000651,PROD-0180,2,95.80
OI-0001162,ORD-000652,PROD-0346,5,757.05
OI-0001163,ORD-000653,PROD-0107,1,167.16
OI-0001164,ORD-000654,PROD-0242,1,190.92
OI-0001165,ORD-000654,PROD-0424,1,460.48
OI-0001166,ORD-000654,PROD-0175,5,779.30
OI-0001167,ORD-000654,PROD-0287,2,2242.96
OI-0001168,ORD-000655,PROD-0143,1,1152.33
OI-0001169,ORD-000655,PROD-0478,1,388.19
OI-0001170,ORD-000656,PROD-0206,3,2342.52
OI-0001171,ORD-000657,PROD-0389,5,2821.40
OI-0001172,ORD-000658,PROD-0417,5,1256.35
OI-0001173,ORD-000658,PROD-0470,5,581.05
OI-0001174,ORD-000658,PROD-0440,3,1225.17
OI-0001175,ORD-000658,PROD-0497,2,1558.64
OI-0001176,ORD-000659,PROD-0029,4,2343.04
OI-0001177,ORD-000660,PROD-0049,2,386.26
OI-0001178,ORD-000661,PROD-0208,4,3224.92
OI-0001179,ORD-000661,PROD-0293,5,4990.90
OI-0001180,ORD-000662,PROD-0221,3,1821.27
OI-0001181,ORD-000663,PROD-0210,3,1478.10
OI-0001182,ORD-000664,PROD-0097,4,1332.56
OI-0001183,ORD-000664,PROD-0005,5,4558.85
OI-0001184,ORD-000664,PROD-0432,1,258.11
OI-0001185,ORD-000665,PROD-0214,4,2874.36
OI-0001186,ORD-000665,PROD-0385,5,2521.85
OI-0001187,ORD-000666,PROD-0080,4,1520.52
OI-0001188,ORD-000667,PROD-0178,1,832.78
OI-0001189,ORD-000667,PROD-0437,4,238.52
OI-0001190,ORD-000668,PROD-0219,4,852.88
OI-0001191,ORD-000669,PROD-0301,3,171.06
OI-0001192,ORD-000670,PROD-0068,2,2076.40
OI-0001193,ORD-000671,PROD-0065,4,2074.40
OI-0001194,ORD-000672,PROD-0006,5,5744.35
OI-0001195,ORD-000673,PROD-0045,4,4729.76
OI-0001196,ORD-000674,PROD-0189,1,243.06
OI-0001197,ORD-000674,PROD-0065,3,1555.80
OI-0001198,ORD-000675,PROD-0451,2,1360.36
OI-0001199,ORD-000675,PROD-0205,4,1078.12
OI-0001200,ORD-000675,PROD-0308,2,1556.10
OI-0001201,ORD-000676,PROD-0484,3,1805.01
OI-0001202,ORD-000677,PROD-0427,2,2323.00
OI-0001203,ORD-000677,PROD-0255,2,282.52
OI-0001204,ORD-000677,PROD-0096,3,3025.92
OI-0001205,ORD-000678,PROD-0376,1,1145.76
OI-0001206,ORD-000678,PROD-0004,5,3281.05
OI-0001207,ORD-000678,PROD-0355,5,1696.35
OI-0001208,ORD-000679,PROD-0102,2,723.68
OI-0001209,ORD-000680,PROD-0325,1,973.56
OI-0001210,ORD-000681,PROD-0052,5,3148.65
OI-0001211,ORD-000682,PROD-0198,5,3196.85
OI-0001212,ORD-000682,PROD-0009,4,2779.76
OI-0001213,ORD-000683,PROD-0251,5,1754.85
OI-0001214,ORD-000684,PROD-0366,2,588.84
OI-0001215,ORD-000685,PROD-0105,3,2611.20
OI-0001216,ORD-000686,PROD-0309,4,1606.60
OI-0001217,ORD-000687,PROD-0191,1,477.99
OI-0001218,ORD-000688,PROD-0409,3,1044.21
OI-0001219,ORD-000688,PROD-0400,1,991.60
OI-0001220,ORD-000688,PROD-0349,1,562.84
OI-0001221,ORD-000688,PROD-0066,3,3237.63
OI-0001222,ORD-000689,PROD-0235,2,888.48
OI-0001223,ORD-000690,PROD-0273,4,3358.72
OI-0001224,ORD-000690,PROD-0127,2,1730.98
OI-0001225,ORD-000691,PROD-0172,2,2354.06
OI-0001226,ORD-000692,PROD-0290,4,2003.20
OI-0001227,ORD-000693,PROD-0310,3,1591.47
OI-0001228,ORD-000694,PROD-0165,3,3410.22
OI-0001229,ORD-000694,PROD-0213,3,3417.21
OI-0001230,ORD-000695,PROD-0252,2,1109.64
OI-0001231,ORD-000696,PROD-0484,4,2406.68
OI-0001232,ORD-000696,PROD-0482,2,2287.68
OI-0001233,ORD-000697,PROD-0361,2,1703.88
OI-0001234,ORD-000698,PROD-0034,4,1119.96
OI-0001235,ORD-000699,PROD-0266,4,741.12
OI-0001236,ORD-000700,PROD-0156,4,4652.08
OI-0001237,ORD-000701,PROD-0315,3,2219.25
OI-0001238,ORD-000701,PROD-0323,3,784.23
OI-0001239,ORD-000702,PROD-0471,4,1998.00
OI-0001240,ORD-000703,PROD-0252,2,1109.64
OI-0001241,ORD-000704,PROD-0353,2,1835.62
OI-0001242,ORD-000704,PROD-0277,4,2344.36
OI-0001243,ORD-000705,PROD-0170,4,4794.76
OI-0001244,ORD-000706,PROD-0156,4,4652.08
OI-0001245,ORD-000706,PROD-0227,1,1053.86
OI-0001246,ORD-000707,PROD-0136,3,2515.23
OI-0001247,ORD-000708,PROD-0203,2,1800.14
OI-0001248,ORD-000708,PROD-0383,3,3470.64
OI-0001249,ORD-000709,PROD-0488,2,2195.42
OI-0001250,ORD-000709,PROD-0136,2,1676.82
OI-0001251,ORD-000709,PROD-0153,2,2308.96
OI-0001252,ORD-000710,PROD-0053,3,967.23
OI-0001253,ORD-000711,PROD-0024,2,639.50
OI-0001254,ORD-000711,PROD-0170,3,3596.07
OI-0001255,ORD-000712,PROD-0207,3,431.28
OI-0001256,ORD-000713,PROD-0096,2,2017.28
OI-0001257,ORD-000714,PROD-0283,4,4635.56
OI-0001258,ORD-000714,PROD-0364,5,3481.40
OI-0001259,ORD-000714,PROD-0365,1,756.69
OI-0001260,ORD-000714,PROD-0327,5,5565.75
OI-0001261,ORD-000715,PROD-0111,2,2279.58
OI-0001262,ORD-000715,PROD-0191,2,955.98
OI-0001263,ORD-000716,PROD-0162,1,161.56
OI-0001264,ORD-000716,PROD-0393,1,1178.11
OI-0001265,ORD-000717,PROD-0449,1,1102.07
OI-0001266,ORD-000718,PROD-0192,5,5465.95
OI-0001267,ORD-000719,PROD-0060,2,1725.10
OI-0001268,ORD-000719,PROD-0468,4,1740.40
OI-0001269,ORD-000720,PROD-0344,5,1892.70
OI-0001270,ORD-000720,PROD-0114,5,4672.30
OI-0001271,ORD-000721,PROD-0004,5,3281.05
OI-0001272,ORD-000722,PROD-0486,5,3217.85
OI-0001273,ORD-000722,PROD-0465,3,2383.50
OI-0001274,ORD-000723,PROD-0113,2,1842.88
OI-0001275,ORD-000723,PROD-0417,2,502.54
OI-0001276,ORD-000723,PROD-0039,2,1619.34
OI-0001277,ORD-000723,PROD-0144,5,3971.05
OI-0001278,ORD-000724,PROD-0424,2,920.96
OI-0001279,ORD-000724,PROD-0245,1,586.53
OI-0001280,ORD-000724,PROD-0480,4,1577.72
OI-0001281,ORD-000725,PROD-0004,4,2624.84
OI-0001282,ORD-000726,PROD-0470,1,116.21
OI-0001283,ORD-000726,PROD-0199,5,5805.10
OI-0001284,ORD-000727,PROD-0087,1,983.02
OI-0001285,ORD-000727,PROD-0061,5,1525.45
OI-0001286,ORD-000728,PROD-0364,2,1392.56
OI-0001287,ORD-000728,PROD-0448,5,127.45
OI-0001288,ORD-000728,PROD-0433,5,5488.80
OI-0001289,ORD-000729,PROD-0261,4,3038.04
OI-0001290,ORD-000729,PROD-0298,2,706.14
OI-0001291,ORD-000729,PROD-0031,4,2042.60
OI-0001292,ORD-000730,PROD-0353,5,4589.05
OI-0001293,ORD-000730,PROD-0359,5,860.20
OI-0001294,ORD-000731,PROD-0208,5,4031.15
OI-0001295,ORD-000731,PROD-0025,3,1084.92
OI-0001296,ORD-000732,PROD-0406,4,3877.04
OI-0001297,ORD-000732,PROD-0004,5,3281.05
OI-0001298,ORD-000732,PROD-0063,4,2131.96
OI-0001299,ORD-000733,PROD-0414,4,3457.28
OI-0001300,ORD-000733,PROD-0430,1,52.26
OI-0001301,ORD-000734,PROD-0397,5,1883.10
OI-0001302,ORD-000735,PROD-0181,1,897.39
OI-0001303,ORD-000735,PROD-0420,4,3919.44
OI-0001304,ORD-000736,PROD-0234,3,777.66
OI-0001305,ORD-000736,PROD-0175,4,623.44
OI-0001306,ORD-000737,PROD-0073,5,1178.95
OI-0001307,ORD-000738,PROD-0441,4,2365.04
OI-0001308,ORD-000739,PROD-0310,1,530.49
OI-0001309,ORD-000739,PROD-0450,5,4895.90
OI-0001310,ORD-000740,PROD-0323,4,1045.64
OI-0001311,ORD-000741,PROD-0401,4,2531.92
OI-0001312,ORD-000742,PROD-0394,5,1432.25
OI-0001313,ORD-000743,PROD-0414,4,3457.28
OI-0001314,ORD-000744,PROD-0190,4,1735.84
OI-0001315,ORD-000745,PROD-0187,4,4327.80
OI-0001316,ORD-000746,PROD-0104,3,993.48
OI-0001317,ORD-000747,PROD-0429,5,4354.40
OI-0001318,ORD-000748,PROD-0490,1,401.26
OI-0001319,ORD-000749,PROD-0097,1,333.14
OI-0001320,ORD-000749,PROD-0264,3,1673.82
OI-0001321,ORD-000750,PROD-0065,1,518.60
OI-0001322,ORD-000751,PROD-0406,3,2907.78
OI-0001323,ORD-000751,PROD-0466,1,92.84
OI-0001324,ORD-000752,PROD-0465,2,1589.00
OI-0001325,ORD-000753,PROD-0077,1,143.20
OI-0001326,ORD-000754,PROD-0319,5,218.50
OI-0001327,ORD-000755,PROD-0492,1,452.07
OI-0001328,ORD-000755,PROD-0412,5,5165.20
OI-0001329,ORD-000756,PROD-0316,4,3228.24
OI-0001330,ORD-000756,PROD-0416,2,87.00
OI-0001331,ORD-000757,PROD-0214,2,1437.18
OI-0001332,ORD-000757,PROD-0393,3,3534.33
OI-0001333,ORD-000757,PROD-0258,5,5708.95
OI-0001334,ORD-000758,PROD-0096,2,2017.28
OI-0001335,ORD-000759,PROD-0388,2,2373.94
OI-0001336,ORD-000759,PROD-0284,1,1136.82
OI-0001337,ORD-000760,PROD-0096,5,5043.20
OI-0001338,ORD-000760,PROD-0493,4,1668.96
OI-0001339,ORD-000761,PROD-0363,1,756.97
OI-0001340,ORD-000761,PROD-0273,2,1679.36
OI-0001341,ORD-000761,PROD-0277,5,2930.45
OI-0001342,ORD-000762,PROD-0242,3,572.76
OI-0001343,ORD-000763,PROD-0053,3,967.23
OI-0001344,ORD-000763,PROD-0398,2,537.82
OI-0001345,ORD-000764,PROD-0489,3,2334.48
OI-0001346,ORD-000765,PROD-0147,3,2839.35
OI-0001347,ORD-000766,PROD-0160,3,3131.67
OI-0001348,ORD-000766,PROD-0477,2,1039.18
OI-0001349,ORD-000767,PROD-0186,2,1534.60
OI-0001350,ORD-000767,PROD-0117,2,2042.20
OI-0001351,ORD-000768,PROD-0240,1,896.60
OI-0001352,ORD-000768,PROD-0048,1,77.84
OI-0001353,ORD-000768,PROD-0385,1,504.37
OI-0001354,ORD-000769,PROD-0255,3,423.78
OI-0001355,ORD-000769,PROD-0379,5,3703.65
OI-0001356,ORD-000770,PROD-0429,4,3483.52
OI-0001357,ORD-000770,PROD-0263,4,3101.52
OI-0001358,ORD-000771,PROD-0256,5,5750.40
OI-0001359,ORD-000771,PROD-0131,2,657.50
OI-0001360,ORD-000772,PROD-0024,2,639.50
OI-0001361,ORD-000772,PROD-0110,1,272.95
OI-0001362,ORD-000773,PROD-0451,4,2720.72
OI-0001363,ORD-000774,PROD-0203,5,4500.35
OI-0001364,ORD-000775,PROD-0207,4,575.04
OI-0001365,ORD-000776,PROD-0368,2,1471.44
OI-0001366,ORD-000777,PROD-0298,2,706.14
OI-0001367,ORD-000778,PROD-0391,4,2734.00
OI-0001368,ORD-000778,PROD-0069,4,877.36
OI-0001369,ORD-000779,PROD-0370,3,1139.79
OI-0001370,ORD-000779,PROD-0330,5,5308.35
OI-0001371,ORD-000779,PROD-0430,4,209.04
OI-0001372,ORD-000780,PROD-0140,5,533.95
OI-0001373,ORD-000781,PROD-0175,5,779.30
OI-0001374,ORD-000782,PROD-0441,4,2365.04
OI-0001375,ORD-000782,PROD-0180,1,47.90
OI-0001376,ORD-000783,PROD-0350,1,551.39
OI-0001377,ORD-000784,PROD-0271,1,466.94
OI-0001378,ORD-000784,PROD-0043,4,4651.80
OI-0001379,ORD-000785,PROD-0319,2,87.40
OI-0001380,ORD-000786,PROD-0202,3,2849.58
OI-0001381,ORD-000786,PROD-0296,4,2026.76
OI-0001382,ORD-000786,PROD-0091,4,4252.52
OI-0001383,ORD-000787,PROD-0185,5,3727.75
OI-0001384,ORD-000787,PROD-0218,1,162.50
OI-0001385,ORD-000788,PROD-0113,5,4607.20
OI-0001386,ORD-000788,PROD-0013,5,4381.55
OI-0001387,ORD-000789,PROD-0312,5,2561.40
OI-0001388,ORD-000790,PROD-0039,1,809.67
OI-0001389,ORD-000791,PROD-0102,4,1447.36
OI-0001390,ORD-000792,PROD-0045,1,1182.44
OI-0001391,ORD-000792,PROD-0443,5,227.10
OI-0001392,ORD-000793,PROD-0322,5,2337.25
OI-0001393,ORD-000794,PROD-0314,5,2571.05
OI-0001394,ORD-000795,PROD-0202,1,949.86
OI-0001395,ORD-000795,PROD-0024,2,639.50
OI-0001396,ORD-000796,PROD-0261,4,3038.04
OI-0001397,ORD-000797,PROD-0433,3,3293.28
OI-0001398,ORD-000798,PROD-0061,1,305.09
OI-0001399,ORD-000799,PROD-0414,2,1728.64
OI-0001400,ORD-000800,PROD-0283,5,5794.45
OI-0001401,ORD-000801,PROD-0310,4,2121.96
OI-0001402,ORD-000802,PROD-0486,2,1287.14
OI-0001403,ORD-000802,PROD-0438,4,4488.16
OI-0001404,ORD-000802,PROD-0141,3,2849.82
OI-0001405,ORD-000803,PROD-0253,4,1183.04
OI-0001406,ORD-000804,PROD-0336,4,1217.88
OI-0001407,ORD-000804,PROD-0198,5,3196.85
OI-0001408,ORD-000805,PROD-0322,2,934.90
OI-0001409,ORD-000806,PROD-0067,3,2022.18
OI-0001410,ORD-000806,PROD-0013,3,2628.93
OI-0001411,ORD-000807,PROD-0383,5,5784.40
OI-0001412,ORD-000807,PROD-0313,4,510.40
OI-0001413,ORD-000808,PROD-0413,3,3523.74
OI-0001414,ORD-000809,PROD-0273,2,1679.36
OI-0001415,ORD-000810,PROD-0308,4,3112.20
OI-0001416,ORD-000811,PROD-0108,1,548.37
OI-0001417,ORD-000812,PROD-0416,3,130.50
OI-0001418,ORD-000813,PROD-0446,5,5605.05
OI-0001419,ORD-000813,PROD-0232,5,4028.35
OI-0001420,ORD-000814,PROD-0137,4,2764.04
OI-0001421,ORD-000814,PROD-0443,4,181.68
OI-0001422,ORD-000815,PROD-0136,1,838.41
OI-0001423,ORD-000815,PROD-0172,5,5885.15
OI-0001424,ORD-000816,PROD-0011,2,1529.28
OI-0001425,ORD-000816,PROD-0322,4,1869.80
OI-0001426,ORD-000816,PROD-0224,1,389.92
OI-0001427,ORD-000817,PROD-0266,3,555.84
OI-0001428,ORD-000818,PROD-0121,1,1158.74
OI-0001429,ORD-000819,PROD-0485,4,2042.56
OI-0001430,ORD-000820,PROD-0096,4,4034.56
OI-0001431,ORD-000821,PROD-0031,4,2042.60
OI-0001432,ORD-000821,PROD-0044,5,2901.10
OI-0001433,ORD-000822,PROD-0442,2,1316.24
OI-0001434,ORD-000822,PROD-0292,1,950.70
OI-0001435,ORD-000822,PROD-0066,2,2158.42
OI-0001436,ORD-000823,PROD-0495,2,1255.46
OI-0001437,ORD-000823,PROD-0466,2,185.68
OI-0001438,ORD-000824,PROD-0006,4,4595.48
OI-0001439,ORD-000824,PROD-0297,1,718.10
OI-0001440,ORD-000825,PROD-0137,1,691.01
OI-0001441,ORD-000825,PROD-0254,1,896.24
OI-0001442,ORD-000825,PROD-0495,4,2510.92
OI-0001443,ORD-000826,PROD-0101,1,28.34
OI-0001444,ORD-000826,PROD-0117,3,3063.30
OI-0001445,ORD-000827,PROD-0354,1,438.22
OI-0001446,ORD-000827,PROD-0445,3,47.76
OI-0001447,ORD-000828,PROD-0097,1,333.14
OI-0001448,ORD-000828,PROD-0444,4,50.52
OI-0001449,ORD-000829,PROD-0043,4,4651.80
OI-0001450,ORD-000829,PROD-0253,5,1478.80
OI-0001451,ORD-000830,PROD-0338,5,1047.90
OI-0001452,ORD-000830,PROD-0462,3,847.23
OI-0001453,ORD-000831,PROD-0455,3,3222.84
OI-0001454,ORD-000832,PROD-0186,2,1534.60
OI-0001455,ORD-000833,PROD-0113,1,921.44
OI-0001456,ORD-000834,PROD-0497,1,779.32
OI-0001457,ORD-000835,PROD-0431,1,672.83
OI-0001458,ORD-000835,PROD-0412,2,2066.08
OI-0001459,ORD-000835,PROD-0350,4,2205.56
OI-0001460,ORD-000836,PROD-0286,3,511.17
OI-0001461,ORD-000837,PROD-0020,4,3806.12
OI-0001462,ORD-000838,PROD-0017,5,878.65
OI-0001463,ORD-000838,PROD-0122,1,560.52
OI-0001464,ORD-000839,PROD-0265,3,3273.93
OI-0001465,ORD-000840,PROD-0077,3,429.60
OI-0001466,ORD-000840,PROD-0426,3,3089.28
OI-0001467,ORD-000840,PROD-0327,3,3339.45
OI-0001468,ORD-000841,PROD-0441,2,1182.52
OI-0001469,ORD-000842,PROD-0051,5,3484.05
OI-0001470,ORD-000842,PROD-0176,2,248.32
OI-0001471,ORD-000842,PROD-0446,3,3363.03
OI-0001472,ORD-000843,PROD-0125,1,222.30
OI-0001473,ORD-000843,PROD-0480,5,1972.15
OI-0001474,ORD-000844,PROD-0233,4,265.92
OI-0001475,ORD-000844,PROD-0053,3,967.23
OI-0001476,ORD-000845,PROD-0433,3,3293.28
OI-0001477,ORD-000845,PROD-0378,1,994.40
OI-0001478,ORD-000845,PROD-0262,5,1879.70
OI-0001479,ORD-000846,PROD-0014,4,2682.20
OI-0001480,ORD-000846,PROD-0478,4,1552.76
OI-0001481,ORD-000846,PROD-0305,3,2279.76
OI-0001482,ORD-000847,PROD-0440,1,408.39
OI-0001483,ORD-000847,PROD-0260,2,2075.56
OI-0001484,ORD-000848,PROD-0479,4,4650.52
OI-0001485,ORD-000848,PROD-0140,3,320.37
OI-0001486,ORD-000849,PROD-0076,3,2153.70
OI-0001487,ORD-000849,PROD-0378,5,4972.00
OI-0001488,ORD-000850,PROD-0032,3,2570.91
OI-0001489,ORD-000851,PROD-0378,4,3977.60
OI-0001490,ORD-000851,PROD-0237,3,2198.25
OI-0001491,ORD-000852,PROD-0289,3,343.80
OI-0001492,ORD-000853,PROD-0114,3,2803.38
OI-0001493,ORD-000854,PROD-0406,1,969.26
OI-0001494,ORD-000854,PROD-0193,3,2878.92
OI-0001495,ORD-000855,PROD-0102,1,361.84
OI-0001496,ORD-000856,PROD-0476,1,402.00
OI-0001497,ORD-000857,PROD-0181,3,2692.17
OI-0001498,ORD-000857,PROD-0319,3,131.10
OI-0001499,ORD-000858,PROD-0490,2,802.52
OI-0001500,ORD-000858,PROD-0105,3,2611.20
OI-0001501,ORD-000858,PROD-0407,4,1061.56
OI-0001502,ORD-000858,PROD-0359,4,688.16
OI-0001503,ORD-000859,PROD-0381,5,4095.10
OI-0001504,ORD-000859,PROD-0047,1,189.98
OI-0001505,ORD-000859,PROD-0258,4,4567.16
OI-0001506,ORD-000859,PROD-0389,1,564.28
OI-0001507,ORD-000860,PROD-0393,2,2356.22
OI-0001508,ORD-000860,PROD-0048,5,389.20
OI-0001509,ORD-000861,PROD-0343,4,775.64
OI-0001510,ORD-000861,PROD-0019,5,2973.75
OI-0001511,ORD-000861,PROD-0295,5,2553.95
OI-0001512,ORD-000862,PROD-0391,5,3417.50
OI-0001513,ORD-000863,PROD-0208,3,2418.69
